GradeDate,Firm,ToGrade,FromGrade,Action
2023-09-01,Barrington Research,Outperform,Outperform,main
2023-09-01,Stephens & Co.,Equal-Weight,Equal-Weight,main
2023-06-02,Barrington Research,Outperform,Outperform,main
2023-05-24,Barrington Research,Outperform,Outperform,main
2023-03-21,Barrington Research,Outperform,,main
2023-03-20,Barrington Research,Outperform,,main
2023-03-20,Stephens & Co.,Equal-Weight,Overweight,down
2023-03-17,Stephens & Co.,Overweight,,reit
2022-10-07,Barrington Research,Outperform,,main
2022-08-11,Barrington Research,Outperform,Market Perform,up
2022-07-20,Stephens & Co.,Overweight,,init
2022-04-06,Barrington Research,Market Perform,Outperform,down
2021-10-04,Roth Capital,Buy,,main
2021-07-30,Roth Capital,Buy,,main
2021-06-02,Barrington Research,Outperform,Market Perform,up
2021-04-09,Roth Capital,Buy,,main
2020-01-06,Barrington Research,Market Perform,Outperform,down
2019-09-03,Barrington Research,Outperform,,init
2019-08-23,DA Davidson,Buy,,init
2019-04-08,Roth Capital,Neutral,Buy,down
2016-07-08,Wedbush,Neutral,,init
2016-06-07,Maxim Group,Buy,,init
2015-04-02,Imperial Capital,Outperform,,main
2014-10-09,Feltl & Co.,,Buy,down
2014-04-14,Northland Capital Markets,Outperform,,main
2014-04-01,Imperial Capital,Outperform,,init
2014-03-10,Lake Street,Buy,,init
2013-03-25,Feltl & Co.,Strong Buy,,init
