,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.194215,0.18,0.166667,0.2,0.200855
Normalized EBITDA,294000000.0,284000000.0,262000000.0,299000000.0,285000000.0
Net Income From Continuing Operation Net Minority Interest,195000000.0,192000000.0,175000000.0,200000000.0,187000000.0
Reconciled Depreciation,30000000.0,30000000.0,31000000.0,29000000.0,29000000.0
Reconciled Cost Of Revenue,412000000.0,388000000.0,423000000.0,428000000.0,422000000.0
EBITDA,294000000.0,284000000.0,262000000.0,299000000.0,285000000.0
EBIT,264000000.0,254000000.0,231000000.0,270000000.0,256000000.0
Net Interest Income,-22000000.0,-21000000.0,-21000000.0,-21000000.0,-22000000.0
Interest Expense,22000000.0,21000000.0,21000000.0,21000000.0,22000000.0
Normalized Income,195000000.0,192000000.0,175000000.0,200000000.0,187000000.0
Net Income From Continuing And Discontinued Operation,195000000.0,192000000.0,175000000.0,200000000.0,187000000.0
Total Expenses,558000000.0,517000000.0,561000000.0,564000000.0,553000000.0
Total Operating Income As Reported,256000000.0,249000000.0,235000000.0,260000000.0,263000000.0
Diluted Average Shares,85000000.0,86000000.0,87064677.0,88105727.0,87793427.0
Basic Average Shares,84000000.0,85000000.0,86206897.0,86956522.0,86976744.0
Diluted EPS,2.29,2.23,2.01,2.27,2.13
Basic EPS,2.32,2.26,2.03,2.3,2.15
Diluted NI Availto Com Stockholders,195000000.0,192000000.0,175000000.0,200000000.0,187000000.0
Net Income Common Stockholders,195000000.0,192000000.0,175000000.0,200000000.0,187000000.0
Net Income,195000000.0,192000000.0,175000000.0,200000000.0,187000000.0
Net Income Including Noncontrolling Interests,195000000.0,192000000.0,175000000.0,200000000.0,187000000.0
Net Income Continuous Operations,195000000.0,192000000.0,175000000.0,200000000.0,187000000.0
Tax Provision,47000000.0,41000000.0,35000000.0,49000000.0,47000000.0
Pretax Income,242000000.0,233000000.0,210000000.0,249000000.0,234000000.0
Other Income Expense,8000000.0,5000000.0,-4000000.0,10000000.0,-7000000.0
Other Non Operating Income Expenses,8000000.0,5000000.0,10000000.0,10000000.0,-7000000.0
Net Non Operating Interest Income Expense,-22000000.0,-21000000.0,-21000000.0,-21000000.0,-22000000.0
Interest Expense Non Operating,22000000.0,21000000.0,21000000.0,21000000.0,22000000.0
Operating Income,256000000.0,249000000.0,235000000.0,260000000.0,263000000.0
Operating Expense,146000000.0,129000000.0,138000000.0,136000000.0,131000000.0
Research And Development,44000000.0,43000000.0,54000000.0,51000000.0,49000000.0
Selling General And Administration,102000000.0,86000000.0,84000000.0,85000000.0,82000000.0
Gross Profit,402000000.0,378000000.0,373000000.0,396000000.0,394000000.0
Cost Of Revenue,412000000.0,388000000.0,423000000.0,428000000.0,422000000.0
Total Revenue,814000000.0,766000000.0,796000000.0,824000000.0,816000000.0
Operating Revenue,814000000.0,766000000.0,796000000.0,824000000.0,816000000.0
