quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-07-31,0.0,-0.03,0.03,1.0
2025-04-30,-0.04,-0.06,0.02,0.33330002
2025-01-31,0.02,0.025,-0.01,-0.2
2024-10-31,-0.03,0.03,-0.06,-2.0
