,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,6769576.166147,5962290.959927,-28525956.144804,1000702.867343,1175759.494807,,
Tax Rate For Calcs,0.118269,0.142061,0.079843,0.069378,0.057407,,
Normalized EBITDA,1082321000.0,1160477000.0,2080578000.0,747565000.0,544886000.0,,
Total Unusual Items,57239000.0,41970000.0,-357275000.0,14424000.0,20481000.0,,
Total Unusual Items Excluding Goodwill,57239000.0,41970000.0,-357275000.0,14424000.0,20481000.0,,
Net Income From Continuing Operation Net Minority Interest,1244488000.0,1268576000.0,558457000.0,1107086000.0,823134000.0,,
Reconciled Cost Of Revenue,1238371000.0,698559000.0,1391714000.0,1364884000.0,1312072000.0,,
EBITDA,1139560000.0,1202447000.0,1723303000.0,761989000.0,565367000.0,,
EBIT,1139560000.0,1202447000.0,1723303000.0,761989000.0,565367000.0,,
Net Interest Income,251304000.0,245509000.0,149466000.0,303268000.0,305337000.0,,
Interest Expense,,,,,,,0.0
Interest Income,251304000.0,245509000.0,149466000.0,303268000.0,305337000.0,,
Normalized Income,1194018576.166147,1232568290.959927,887206043.855196,1093662702.867343,803828759.494807,,
Net Income From Continuing And Discontinued Operation,1244488000.0,1268576000.0,558457000.0,1107086000.0,823134000.0,,
Total Expenses,2099546000.0,1497462000.0,2338819000.0,2269399000.0,2198916000.0,,
Total Operating Income As Reported,1139560000.0,1202447000.0,835435000.0,761989000.0,565367000.0,,
Diluted Average Shares,,1047932198.0,1045679785.0,1044264996.0,1045277409.0,1045234465.0,
Basic Average Shares,,1042512752.0,1040167380.0,1040922086.0,1040294643.0,1043205905.0,
Diluted EPS,,1.2,0.6,1.0,0.8,0.6,
Basic EPS,,1.2,0.6,1.0,0.8,0.6,
Diluted NI Availto Com Stockholders,1244488000.0,1268576000.0,558251000.0,1107086000.0,823134000.0,,
Net Income Common Stockholders,1244488000.0,1268576000.0,558457000.0,1107086000.0,823134000.0,,
Net Income,1244488000.0,1268576000.0,558457000.0,1107086000.0,823134000.0,,
Minority Interests,-20346000.0,-10360000.0,-16169000.0,-14850000.0,-17374000.0,,
Net Income Including Noncontrolling Interests,1264834000.0,1278936000.0,574626000.0,1121936000.0,840508000.0,,
Net Income Continuous Operations,1264834000.0,1278936000.0,574626000.0,1121936000.0,840508000.0,,
Tax Provision,169655000.0,211771000.0,49861000.0,83640000.0,51190000.0,,
Pretax Income,1434489000.0,1490707000.0,624487000.0,1205576000.0,891698000.0,,
Other Income Expense,43625000.0,42751000.0,-360414000.0,140319000.0,20994000.0,,
Other Non Operating Income Expenses,-11024000.0,618000.0,-1559000.0,126246000.0,1395000.0,,
Special Income Charges,,0.0,,,,0.0,
Write Off,,0.0,,,,0.0,
Earnings From Equity Interest,-2590000.0,163000.0,-1580000.0,-351000.0,-882000.0,,
Gain On Sale Of Security,57239000.0,41970000.0,-4533000.0,14424000.0,20481000.0,,
Net Non Operating Interest Income Expense,251304000.0,245509000.0,149466000.0,303268000.0,305337000.0,,
Interest Expense Non Operating,,,,,,,0.0
Interest Income Non Operating,251304000.0,245509000.0,149466000.0,303268000.0,305337000.0,,
Operating Income,1139560000.0,1202447000.0,835435000.0,761989000.0,565367000.0,,
Operating Expense,861175000.0,798903000.0,947105000.0,904515000.0,886844000.0,,
Other Operating Expenses,-7662000.0,-40165000.0,-5920000.0,-2242000.0,-7798000.0,,
Provision For Doubtful Accounts,75028000.0,81851000.0,73905000.0,71242000.0,71057000.0,,
Research And Development,189620000.0,193358000.0,205026000.0,195142000.0,232140000.0,,
Selling General And Administration,604189000.0,563859000.0,674094000.0,640373000.0,591445000.0,,
Selling And Marketing Expense,433842000.0,377850000.0,471829000.0,412499000.0,372288000.0,,
General And Administrative Expense,170347000.0,186009000.0,202265000.0,227874000.0,219157000.0,,
Other Gand A,170347000.0,186009000.0,202265000.0,227874000.0,219157000.0,,
Gross Profit,2000735000.0,2001350000.0,1782540000.0,1666504000.0,1452211000.0,,
Cost Of Revenue,1238371000.0,698559000.0,1391714000.0,1364884000.0,1312072000.0,,
Total Revenue,3239106000.0,2699909000.0,3174254000.0,3031388000.0,2764283000.0,,
Excise Taxes,1294900000.0,,,1380700000.0,1255600000.0,,
Operating Revenue,4534006000.0,2699909000.0,3174254000.0,4412088000.0,4019883000.0,,
