,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.214586,0.192,0.201,0.220906,0.175521,,
Normalized EBITDA,4339365.0,7626514.0,2716149.0,4975665.0,2666970.0,,
Net Income From Continuing Operation Net Minority Interest,2443814.0,5336342.0,736192.0,3180194.0,1552520.0,,
Reconciled Depreciation,820410.0,637566.0,1367075.0,660710.0,611155.0,,
Reconciled Cost Of Revenue,15562597.0,10668991.0,9358272.0,6856561.0,5485814.0,,
EBITDA,4339365.0,7626514.0,2716149.0,4975665.0,2666970.0,,
EBIT,3518955.0,6988948.0,1349074.0,4314955.0,2055815.0,,
Net Interest Income,-402836.0,-382690.0,-421899.0,-227215.0,-166958.0,,
Interest Expense,407459.0,387318.0,427149.0,233042.0,172784.0,,
Interest Income,4623.0,4628.0,5250.0,5827.0,5826.0,,
Normalized Income,2443814.0,5336342.0,736192.0,3180194.0,1552520.0,,
Net Income From Continuing And Discontinued Operation,2443814.0,5336342.0,736192.0,3180194.0,1552520.0,,
Total Expenses,20630500.0,14951894.0,14624911.0,11018638.0,9728515.0,,
Total Operating Income As Reported,3514332.0,6984320.0,1343818.0,4366168.0,2037120.0,,
Diluted Average Shares,17835748.0,17643994.0,17584037.0,17492686.0,17467259.0,,
Basic Average Shares,17601814.0,17548844.0,17514193.0,17471548.0,17461652.0,,
Diluted EPS,0.14,0.3,0.04,0.18,0.09,,
Basic EPS,0.14,0.3,0.04,0.18,0.09,,
Diluted NI Availto Com Stockholders,2443814.0,5336342.0,736192.0,3180194.0,1552520.0,,
Net Income Common Stockholders,2443814.0,5336342.0,736192.0,3180194.0,1552520.0,,
Net Income,2443814.0,5336342.0,736192.0,3180194.0,1552520.0,,
Net Income Including Noncontrolling Interests,2443814.0,5336342.0,736192.0,3180194.0,1552520.0,,
Net Income Continuous Operations,2443814.0,5336342.0,736192.0,3180194.0,1552520.0,,
Tax Provision,667682.0,1265288.0,185733.0,901719.0,330511.0,,
Pretax Income,3111496.0,6601630.0,921925.0,4081913.0,1883031.0,,
Other Income Expense,,,6.0,,12869.0,26472.0,17699.0
Other Non Operating Income Expenses,,,6.0,,12869.0,26472.0,17699.0
Net Non Operating Interest Income Expense,-402836.0,-382690.0,-421899.0,-227215.0,-166958.0,,
Interest Expense Non Operating,407459.0,387318.0,427149.0,233042.0,172784.0,,
Interest Income Non Operating,4623.0,4628.0,5250.0,5827.0,5826.0,,
Operating Income,3514332.0,6984320.0,1343818.0,4366168.0,2037120.0,,
Operating Expense,5067903.0,4282903.0,5266639.0,4162077.0,4242701.0,,
Research And Development,916829.0,867228.0,1107736.0,1106355.0,1099367.0,,
Selling General And Administration,4151074.0,3415675.0,4158903.0,3055722.0,3143334.0,,
Gross Profit,8582235.0,11267223.0,6610457.0,8528245.0,6279821.0,,
Cost Of Revenue,15562597.0,10668991.0,9358272.0,6856561.0,5485814.0,,
Total Revenue,24144832.0,21936214.0,15968729.0,15384806.0,11765635.0,,
Operating Revenue,24144832.0,21936214.0,15968729.0,15384806.0,11765635.0,,
