,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-5303258.145363,-132000000.0,-101430000.0,-1547000.0,2703862.660944,,
Tax Rate For Calcs,0.230576,0.176,0.21,0.091,0.270386,,
Normalized EBITDA,1073000000.0,1199000000.0,1033000000.0,1277000000.0,1141000000.0,,
Total Unusual Items,-23000000.0,-750000000.0,-483000000.0,-17000000.0,10000000.0,,
Total Unusual Items Excluding Goodwill,-23000000.0,-750000000.0,-483000000.0,-17000000.0,10000000.0,,
Net Income From Continuing Operation Net Minority Interest,307000000.0,-159000000.0,-60000000.0,507000000.0,340000000.0,,
Reconciled Depreciation,556000000.0,545000000.0,545000000.0,599000000.0,580000000.0,,
Reconciled Cost Of Revenue,1069000000.0,1034000000.0,1001000000.0,1077000000.0,1002000000.0,,
EBITDA,1050000000.0,449000000.0,550000000.0,1260000000.0,1151000000.0,,
EBIT,494000000.0,-96000000.0,5000000.0,661000000.0,571000000.0,,
Net Interest Income,-95000000.0,-97000000.0,-106000000.0,-103000000.0,-105000000.0,,
Interest Expense,95000000.0,97000000.0,106000000.0,103000000.0,105000000.0,,
Normalized Income,324696741.854637,459000000.0,321570000.0,522453000.0,332703862.660944,,
Net Income From Continuing And Discontinued Operation,307000000.0,-159000000.0,-60000000.0,507000000.0,340000000.0,,
Total Expenses,1806000000.0,1726000000.0,1705000000.0,1797000000.0,1732000000.0,,
Rent Expense Supplemental,,,,29000000.0,29000000.0,29000000.0,28000000.0
Total Operating Income As Reported,511000000.0,-89000000.0,2000000.0,527000000.0,556000000.0,,
Diluted Average Shares,260100000.0,260400000.0,,264000000.0,268100000.0,272300000.0,
Basic Average Shares,259000000.0,260400000.0,,262100000.0,266200000.0,269700000.0,
Diluted EPS,1.18,-0.61,,1.92,1.27,1.24,
Basic EPS,1.19,-0.61,,1.93,1.28,1.25,
Diluted NI Availto Com Stockholders,307000000.0,-159000000.0,-60000000.0,507000000.0,340000000.0,,
Net Income Common Stockholders,307000000.0,-159000000.0,-60000000.0,507000000.0,340000000.0,,
Net Income,307000000.0,-159000000.0,-60000000.0,507000000.0,340000000.0,,
Net Income Including Noncontrolling Interests,307000000.0,-159000000.0,-60000000.0,507000000.0,340000000.0,,
Net Income Continuous Operations,307000000.0,-159000000.0,-60000000.0,507000000.0,340000000.0,,
Tax Provision,92000000.0,-34000000.0,-41000000.0,51000000.0,126000000.0,,
Pretax Income,399000000.0,-193000000.0,-101000000.0,558000000.0,466000000.0,,
Other Income Expense,-18000000.0,-747000000.0,-478000000.0,134000000.0,15000000.0,,
Other Non Operating Income Expenses,5000000.0,3000000.0,5000000.0,151000000.0,5000000.0,,
Special Income Charges,-1000000.0,-740000000.0,-481000000.0,0.0,0.0,,
Impairment Of Capital Assets,0.0,730000000.0,,,0.0,0.0,
Restructuring And Mergern Acquisition,1000000.0,10000000.0,31000000.0,0.0,0.0,,
Gain On Sale Of Security,-22000000.0,-10000000.0,-2000000.0,-17000000.0,10000000.0,,
Net Non Operating Interest Income Expense,-95000000.0,-97000000.0,-106000000.0,-103000000.0,-105000000.0,,
Interest Expense Non Operating,95000000.0,97000000.0,106000000.0,103000000.0,105000000.0,,
Operating Income,512000000.0,651000000.0,483000000.0,527000000.0,556000000.0,,
Operating Expense,737000000.0,692000000.0,704000000.0,720000000.0,730000000.0,,
Other Operating Expenses,662000000.0,609000000.0,620000000.0,648000000.0,654000000.0,,
Provision For Doubtful Accounts,,,,,,,0.0
Selling General And Administration,75000000.0,83000000.0,84000000.0,72000000.0,76000000.0,,
General And Administrative Expense,75000000.0,83000000.0,84000000.0,72000000.0,76000000.0,,
Other Gand A,67000000.0,73000000.0,159000000.0,38000000.0,68000000.0,,
Rent And Landing Fees,,,,29000000.0,29000000.0,29000000.0,28000000.0
Salaries And Wages,8000000.0,10000000.0,12000000.0,5000000.0,8000000.0,,
Gross Profit,1249000000.0,1343000000.0,1187000000.0,1247000000.0,1286000000.0,,
Cost Of Revenue,1069000000.0,1034000000.0,1001000000.0,1077000000.0,1002000000.0,,
Total Revenue,2318000000.0,2377000000.0,2188000000.0,2324000000.0,2288000000.0,,
Operating Revenue,2318000000.0,2377000000.0,2188000000.0,2324000000.0,2288000000.0,,
