,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2023-12-31
Tax Effect Of Unusual Items,-5417266.18705,0.0,-157189397.371998,17160000.0,-213366258.111031,
Tax Rate For Calcs,0.300959,0.272,0.267784,0.33,0.33814,
Normalized EBITDA,3107000000.0,3097000000.0,3436000000.0,2657000000.0,2573000000.0,
Total Unusual Items,-18000000.0,0.0,-587000000.0,52000000.0,-631000000.0,
Total Unusual Items Excluding Goodwill,-18000000.0,0.0,-587000000.0,52000000.0,-631000000.0,
Net Income From Continuing Operation Net Minority Interest,1697000000.0,1780000000.0,1601000000.0,1463000000.0,888000000.0,
Reconciled Depreciation,319000000.0,349000000.0,337000000.0,317000000.0,313000000.0,
Reconciled Cost Of Revenue,2407000000.0,2406000000.0,2435000000.0,2258000000.0,2272000000.0,
EBITDA,3089000000.0,3097000000.0,2849000000.0,2709000000.0,1942000000.0,
EBIT,2770000000.0,2748000000.0,2512000000.0,2392000000.0,1629000000.0,
Net Interest Income,49000000.0,125000000.0,274000000.0,-1000000.0,170000000.0,
Interest Expense,268000000.0,280000000.0,305000000.0,241000000.0,242000000.0,
Interest Income,317000000.0,405000000.0,579000000.0,240000000.0,412000000.0,
Normalized Income,1709582733.81295,1780000000.0,2030810602.628002,1428160000.0,1305633741.888969,
Net Income From Continuing And Discontinued Operation,1697000000.0,1780000000.0,1601000000.0,1463000000.0,888000000.0,
Total Expenses,6553000000.0,6680000000.0,7038000000.0,6307000000.0,6435000000.0,
Total Operating Income As Reported,2456000000.0,2333000000.0,2017000000.0,2214000000.0,1222000000.0,
Diluted Average Shares,1175000000.0,1177000000.0,1176000000.0,1168000000.0,1178000000.0,
Basic Average Shares,1166000000.0,1167000000.0,1165000000.0,1166000000.0,1166000000.0,
Diluted EPS,1.44,1.51,1.36,1.24,0.75,
Basic EPS,1.45,1.52,1.37,1.25,0.76,
Diluted NI Availto Com Stockholders,1697000000.0,1780000000.0,1601000000.0,1463000000.0,888000000.0,
Net Income Common Stockholders,1697000000.0,1780000000.0,1601000000.0,1463000000.0,888000000.0,
Net Income,1697000000.0,1780000000.0,1601000000.0,1463000000.0,888000000.0,
Minority Interests,-52000000.0,-16000000.0,-15000000.0,23000000.0,-30000000.0,
Net Income Including Noncontrolling Interests,1749000000.0,1796000000.0,1616000000.0,1441000000.0,918000000.0,
Net Income Discontinuous Operations,,,0.0,0.0,0.0,91000000.0
Net Income Continuous Operations,1749000000.0,1796000000.0,1616000000.0,1441000000.0,918000000.0,
Tax Provision,753000000.0,672000000.0,591000000.0,710000000.0,469000000.0,
Pretax Income,2502000000.0,2468000000.0,2207000000.0,2151000000.0,1387000000.0,
Other Income Expense,-21000000.0,10000000.0,-406000000.0,-10000000.0,-636000000.0,
Other Non Operating Income Expenses,-3000000.0,10000000.0,181000000.0,-62000000.0,-5000000.0,
Special Income Charges,-18000000.0,0.0,-341000000.0,52000000.0,-631000000.0,
Restructuring And Mergern Acquisition,18000000.0,0.0,323000000.0,-52000000.0,631000000.0,
Gain On Sale Of Security,,,,,,230000000.0
Net Non Operating Interest Income Expense,49000000.0,125000000.0,274000000.0,-1000000.0,170000000.0,
Interest Expense Non Operating,268000000.0,280000000.0,305000000.0,241000000.0,242000000.0,
Interest Income Non Operating,317000000.0,405000000.0,579000000.0,240000000.0,412000000.0,
Operating Income,2474000000.0,2333000000.0,2339000000.0,2163000000.0,1854000000.0,
Operating Expense,4146000000.0,4274000000.0,4603000000.0,4049000000.0,4163000000.0,
Other Operating Expenses,11000000.0,8000000.0,54000000.0,22000000.0,5000000.0,
Research And Development,1618000000.0,1673000000.0,1675000000.0,1568000000.0,1605000000.0,
Selling General And Administration,2517000000.0,2593000000.0,2874000000.0,2459000000.0,2553000000.0,
Selling And Marketing Expense,2156000000.0,2235000000.0,2496000000.0,2098000000.0,2217000000.0,
General And Administrative Expense,361000000.0,358000000.0,378000000.0,361000000.0,336000000.0,
Other Gand A,361000000.0,358000000.0,378000000.0,361000000.0,336000000.0,
Gross Profit,6620000000.0,6607000000.0,6942000000.0,6212000000.0,6017000000.0,
Cost Of Revenue,2407000000.0,2406000000.0,2435000000.0,2258000000.0,2272000000.0,
Total Revenue,9027000000.0,9013000000.0,9377000000.0,8470000000.0,8289000000.0,
Operating Revenue,9027000000.0,9013000000.0,9377000000.0,8470000000.0,8289000000.0,
