,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.21,0.21,0.21,0.21,0.21
Net Income From Continuing Operation Net Minority Interest,16797000.0,1866000.0,28222000.0,25049000.0,8291000.0
Net Interest Income,24434000.0,25507000.0,22893000.0,25566000.0,24684000.0
Interest Expense,10043000.0,8899000.0,9914000.0,10053000.0,9181000.0
Interest Income,34477000.0,34406000.0,32807000.0,35619000.0,33865000.0
Normalized Income,16797000.0,1866000.0,28222000.0,25049000.0,8291000.0
Net Income From Continuing And Discontinued Operation,16797000.0,1866000.0,28222000.0,25049000.0,8291000.0
Diluted Average Shares,37103061.0,37347428.0,37465536.0,38390854.0,39180767.0
Basic Average Shares,37103061.0,37347428.0,37465536.0,38390854.0,39180767.0
Diluted EPS,0.45,0.05,0.75,0.65,0.21
Basic EPS,0.45,0.05,0.75,0.65,0.21
Diluted NI Availto Com Stockholders,16797000.0,1866000.0,28222000.0,25049000.0,8291000.0
Net Income Common Stockholders,16797000.0,1866000.0,28222000.0,25049000.0,8291000.0
Net Income,16797000.0,1866000.0,28222000.0,25049000.0,8291000.0
Net Income Including Noncontrolling Interests,16797000.0,1866000.0,28222000.0,25049000.0,8291000.0
Net Income Continuous Operations,16797000.0,1866000.0,28222000.0,25049000.0,8291000.0
Pretax Income,16797000.0,1866000.0,28222000.0,25049000.0,8291000.0
Gain On Sale Of Security,-1512000.0,6057000.0,-2939000.0,0.0,0.0
Operating Expense,3689000.0,2962000.0,3021000.0,2888000.0,2826000.0
Other Operating Expenses,1861000.0,1498000.0,1596000.0,1326000.0,1686000.0
Selling General And Administration,1828000.0,1464000.0,1425000.0,1562000.0,1140000.0
General And Administrative Expense,1828000.0,1464000.0,1425000.0,1562000.0,1140000.0
Total Revenue,20486000.0,4828000.0,31243000.0,27937000.0,11117000.0
Operating Revenue,20486000.0,4828000.0,31243000.0,27937000.0,11117000.0
