quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,1.01,0.97516,0.03,0.0357
2025-03-31,0.99,0.97028,0.02,0.020299999
2024-12-31,1.09,0.93908,0.15,0.1607
2024-09-30,1.03,0.91725,0.11,0.1229
