,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.29279,0.256,0.124955,0.197,0.232674
Net Income From Continuing Operation Net Minority Interest,38178000.0,11671000.0,9720000.0,14457000.0,14903000.0
Reconciled Depreciation,15469000.0,13900000.0,14214000.0,13341000.0,13072000.0
Net Interest Income,154249000.0,149957000.0,142384000.0,140241000.0,128528000.0
Interest Expense,82848000.0,82102000.0,98212000.0,100136000.0,91106000.0
Interest Income,237097000.0,232059000.0,240596000.0,240377000.0,219634000.0
Normalized Income,38178000.0,11671000.0,9720000.0,14457000.0,14903000.0
Net Income From Continuing And Discontinued Operation,38178000.0,11671000.0,9720000.0,14457000.0,14903000.0
Diluted Average Shares,115692969.0,116176898.0,116400285.0,113922256.0,111466497.0
Basic Average Shares,114409231.0,113693399.0,112788050.0,112042202.0,111395025.0
Diluted EPS,0.33,0.1,0.08,0.13,0.13
Basic EPS,0.33,0.1,0.09,0.13,0.13
Diluted NI Availto Com Stockholders,38178000.0,11671000.0,9720000.0,14457000.0,14903000.0
Net Income Common Stockholders,38178000.0,11671000.0,9720000.0,14457000.0,14903000.0
Net Income,38178000.0,11671000.0,9720000.0,14457000.0,14903000.0
Net Income Including Noncontrolling Interests,38178000.0,11671000.0,9720000.0,14457000.0,14903000.0
Net Income Continuous Operations,38178000.0,11671000.0,9720000.0,14457000.0,14903000.0
Tax Provision,15806000.0,4024000.0,1388000.0,3551000.0,4519000.0
Pretax Income,53984000.0,15695000.0,11108000.0,18008000.0,19422000.0
Depreciation Amortization Depletion Income Statement,15460000.0,13909000.0,19748000.0,13341000.0,13072000.0
Depreciation And Amortization In Income Statement,15460000.0,13909000.0,19748000.0,13341000.0,13072000.0
Selling General And Administration,95569000.0,87628000.0,82071000.0,83594000.0,83205000.0
Selling And Marketing Expense,33580000.0,29239000.0,23415000.0,26186000.0,26665000.0
General And Administrative Expense,61989000.0,58389000.0,58656000.0,57408000.0,56540000.0
Salaries And Wages,61989000.0,58389000.0,58656000.0,57408000.0,56540000.0
Total Revenue,248435000.0,217711000.0,217201000.0,201881000.0,187241000.0
Operating Revenue,248435000.0,217711000.0,217201000.0,201881000.0,187241000.0
Occupancy And Equipment,19282000.0,18989000.0,17352000.0,16794000.0,16301000.0
Professional Expense And Contract Services Expense,10300000.0,9764000.0,9136000.0,8014000.0,7804000.0
Other Non Interest Expense,14107000.0,13577000.0,14548000.0,14589000.0,11876000.0
