quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-03-31,-0.1148,-0.105,-0.01,-0.0933
2024-12-31,0.0816,-0.055,0.14,2.4836
2024-09-30,-0.12866,-0.24,0.11,0.4639
2024-06-30,-0.2674,-0.27,0.0,0.0095999995
