quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,-0.41,-0.385,-0.02,-0.064899996
2025-03-31,-0.34,-0.38333,0.04,0.113000005
2024-12-31,-0.45,-0.38,-0.07,-0.1842
2024-09-30,-0.37,-0.358,-0.01,-0.0335
