,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-11260376.674844,3308689.0,4905499.849069,-4642560.0,-44021.671674,,
Tax Rate For Calcs,0.24036,0.241,0.279436,0.096,0.222332,,
Normalized EBITDA,119030000.0,86839000.0,295263000.0,243026000.0,147309000.0,,
Total Unusual Items,-46848000.0,13729000.0,17555000.0,-48360000.0,-198000.0,,
Total Unusual Items Excluding Goodwill,-46848000.0,13729000.0,17555000.0,-48360000.0,-198000.0,,
Net Income From Continuing Operation Net Minority Interest,-12144000.0,10533000.0,162734000.0,96801000.0,47401000.0,,
Reconciled Depreciation,44385000.0,45200000.0,45221000.0,44141000.0,46591000.0,,
Reconciled Cost Of Revenue,111812000.0,91483000.0,666324000.0,149687000.0,122423000.0,,
EBITDA,72182000.0,100568000.0,312818000.0,194666000.0,147111000.0,,
EBIT,27797000.0,55368000.0,267597000.0,150525000.0,100520000.0,,
Net Interest Income,-33363000.0,-34976000.0,-36250000.0,-38461000.0,-33612000.0,,
Interest Expense,43694000.0,41094000.0,42329000.0,43802000.0,39611000.0,,
Interest Income,10331000.0,6118000.0,6079000.0,5341000.0,5999000.0,,
Normalized Income,23443623.325156,112689.0,150084499.849069,140518440.0,47554978.328326,,
Net Income From Continuing And Discontinued Operation,-12144000.0,10533000.0,156318000.0,72770000.0,21092000.0,,
Total Expenses,194679000.0,165127000.0,738028000.0,131973000.0,195004000.0,,
Total Operating Income As Reported,67857000.0,47930000.0,260510000.0,198339000.0,88464000.0,,
Diluted Average Shares,55329000.0,50157143.0,48097846.0,49762000.0,49725000.0,,
Basic Average Shares,55329000.0,50157143.0,47803670.0,49697000.0,49687000.0,,
Diluted EPS,-0.22,0.21,3.25,1.46,0.42,,
Basic EPS,-0.22,0.21,3.27,1.46,0.42,,
Diluted NI Availto Com Stockholders,-12144000.0,10533000.0,156318000.0,72770000.0,21092000.0,,
Net Income Common Stockholders,-12144000.0,10533000.0,156318000.0,72770000.0,21092000.0,,
Net Income,-12144000.0,10533000.0,156318000.0,72770000.0,21092000.0,,
Minority Interests,-68000.0,-305000.0,414000.0,273000.0,34000.0,,
Net Income Including Noncontrolling Interests,-12076000.0,10838000.0,155904000.0,72497000.0,21058000.0,,
Net Income Discontinuous Operations,0.0,0.0,-6416000.0,-24031000.0,-26309000.0,,
Net Income Continuous Operations,-12076000.0,10838000.0,162320000.0,96528000.0,47367000.0,,
Tax Provision,-3821000.0,3436000.0,62948000.0,10195000.0,13542000.0,,
Pretax Income,-15897000.0,14274000.0,225268000.0,106723000.0,60909000.0,,
Other Income Expense,-48735000.0,15049000.0,15956000.0,-49990000.0,6057000.0,,
Special Income Charges,-46848000.0,,17555000.0,-48360000.0,-198000.0,4794000.0,
Gain On Sale Of Ppe,-46541000.0,,17822000.0,-48360000.0,0.0,4794000.0,
Other Special Charges,307000.0,,267000.0,,198000.0,,96000.0
Impairment Of Capital Assets,,,,,,,0.0
Earnings From Equity Interest,-1887000.0,1320000.0,-1599000.0,-1630000.0,6255000.0,,
Gain On Sale Of Security,,13729000.0,,,,4794000.0,
Net Non Operating Interest Income Expense,-33363000.0,-34976000.0,-36250000.0,-38461000.0,-33612000.0,,
Interest Expense Non Operating,43694000.0,41094000.0,42329000.0,43802000.0,39611000.0,,
Interest Income Non Operating,10331000.0,6118000.0,6079000.0,5341000.0,5999000.0,,
Operating Income,66201000.0,34201000.0,245562000.0,195174000.0,88464000.0,,
Operating Expense,82807000.0,73583000.0,71449000.0,-17767000.0,72561000.0,,
Other Operating Expenses,3388000.0,6164000.0,3484000.0,-86907000.0,3378000.0,,
Provision For Doubtful Accounts,542000.0,-156000.0,177000.0,190000.0,256000.0,,
Depreciation Amortization Depletion Income Statement,44325000.0,45139000.0,44966000.0,44088000.0,46571000.0,,
Depreciation And Amortization In Income Statement,44325000.0,45139000.0,44966000.0,44088000.0,46571000.0,,
Selling General And Administration,34552000.0,22436000.0,22822000.0,24862000.0,22356000.0,,
General And Administrative Expense,34552000.0,22436000.0,22822000.0,24862000.0,22356000.0,,
Other Gand A,34552000.0,22436000.0,22822000.0,24862000.0,22356000.0,,
Gross Profit,149008000.0,107784000.0,317011000.0,177407000.0,161025000.0,,
Cost Of Revenue,111872000.0,91544000.0,666579000.0,149740000.0,122443000.0,,
Total Revenue,260880000.0,199328000.0,983590000.0,327147000.0,283468000.0,,
Operating Revenue,260880000.0,199328000.0,983590000.0,327147000.0,283468000.0,,
