quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2024-12-31,-2.95,,,
2024-09-30,-3.0346,-1.6,-1.43,-0.8966
2024-06-30,0.3745,-1.765,2.14,1.2122
2024-03-31,-0.5479,-2.08333,1.54,0.737
