,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.305728,0.273876,0.184916,0.398948,0.367189
Normalized EBITDA,113288000.0,102901000.0,103709000.0,103327000.0,90800000.0
Net Income From Continuing Operation Net Minority Interest,54442000.0,50377000.0,56099000.0,41237000.0,34997000.0
Reconciled Depreciation,25400000.0,24448000.0,25142000.0,25263000.0,25980000.0
Reconciled Cost Of Revenue,549734000.0,539512000.0,571513000.0,548849000.0,548597000.0
EBITDA,113288000.0,102901000.0,103709000.0,103327000.0,90800000.0
EBIT,87888000.0,78453000.0,78567000.0,78064000.0,64820000.0
Net Interest Income,-6455000.0,-5431000.0,-6334000.0,-6181000.0,-7114000.0
Interest Expense,9472000.0,9075000.0,9741000.0,9456000.0,9516000.0
Interest Income,3017000.0,3644000.0,3407000.0,3275000.0,2402000.0
Normalized Income,54442000.0,50377000.0,56099000.0,41237000.0,34997000.0
Net Income From Continuing And Discontinued Operation,54442000.0,50377000.0,56099000.0,41237000.0,34997000.0
Total Expenses,618972000.0,601051000.0,635570000.0,608478000.0,608444000.0
Total Operating Income As Reported,79189000.0,73472000.0,77880000.0,71333000.0,60364000.0
Diluted Average Shares,101372000.0,101903000.0,102140000.0,102613000.0,102472000.0
Basic Average Shares,100558000.0,100746000.0,100660997.0,101059995.0,101481447.0
Diluted EPS,0.54,0.49,0.55,0.4,0.34
Basic EPS,0.54,0.5,0.557306,0.408045,0.344861
Diluted NI Availto Com Stockholders,54442000.0,50377000.0,56099000.0,41237000.0,34997000.0
Net Income Common Stockholders,54442000.0,50377000.0,56099000.0,41237000.0,34997000.0
Net Income,54442000.0,50377000.0,56099000.0,41237000.0,34997000.0
Net Income Including Noncontrolling Interests,54442000.0,50377000.0,56099000.0,41237000.0,34997000.0
Net Income Continuous Operations,54442000.0,50377000.0,56099000.0,41237000.0,34997000.0
Tax Provision,23974000.0,19001000.0,12727000.0,27371000.0,20307000.0
Pretax Income,78416000.0,69378000.0,68826000.0,68608000.0,55304000.0
Other Income Expense,5682000.0,1337000.0,-2720000.0,3456000.0,2054000.0
Other Non Operating Income Expenses,5371000.0,975000.0,-2862000.0,3133000.0,1759000.0
Earnings From Equity Interest,311000.0,362000.0,142000.0,323000.0,295000.0
Net Non Operating Interest Income Expense,-6455000.0,-5431000.0,-6334000.0,-6181000.0,-7114000.0
Interest Expense Non Operating,9472000.0,9075000.0,9741000.0,9456000.0,9516000.0
Interest Income Non Operating,3017000.0,3644000.0,3407000.0,3275000.0,2402000.0
Operating Income,79189000.0,73472000.0,77880000.0,71333000.0,60364000.0
Operating Expense,69238000.0,61539000.0,64057000.0,59629000.0,59847000.0
Selling General And Administration,69238000.0,61539000.0,64057000.0,59629000.0,59847000.0
Gross Profit,148427000.0,135011000.0,141937000.0,130962000.0,120211000.0
Cost Of Revenue,549734000.0,539512000.0,571513000.0,548849000.0,548597000.0
Total Revenue,698161000.0,674523000.0,713450000.0,679811000.0,668808000.0
Operating Revenue,698161000.0,674523000.0,713450000.0,679811000.0,668808000.0
