quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,-0.0089,0.0,-0.01,0.0
2025-03-31,-0.01096,0.0,-0.01,0.0
2024-09-30,-0.0072,-0.01,0.0,0.28
