GradeDate,Firm,ToGrade,FromGrade,Action
2024-08-02 15:39:19,Baird,Neutral,Neutral,main
2024-08-02 15:08:33,Cantor Fitzgerald,Overweight,Overweight,reit
2024-08-02 09:34:30,Needham,Buy,Buy,reit
2024-07-24 10:26:57,Needham,Buy,Buy,reit
2024-07-16 16:01:04,Barclays,Overweight,Overweight,main
2024-06-27 11:49:15,Baird,Neutral,Neutral,main
2024-06-07 10:58:12,Needham,Buy,Buy,reit
2024-05-16 09:56:36,Needham,Buy,Buy,reit
2024-05-06 15:29:23,Goldman Sachs,Neutral,Neutral,main
2024-05-03 21:34:01,Canaccord Genuity,Buy,Buy,main
2024-05-03 17:00:03,Morgan Stanley,Equal-Weight,Equal-Weight,main
2024-05-03 15:17:36,Cantor Fitzgerald,Overweight,Overweight,main
2024-05-03 14:51:05,Barclays,Overweight,Overweight,main
2024-05-03 13:11:29,Oppenheimer,Outperform,Outperform,main
2024-05-03 11:22:30,Needham,Buy,Buy,main
2024-05-03 10:56:09,BTIG,Neutral,Buy,down
2024-05-03 10:54:36,Keybanc,Sector Weight,Overweight,down
2024-05-03 09:19:58,Baird,Neutral,Outperform,down
2024-05-03 09:11:45,Piper Sandler,Neutral,Overweight,down
2024-04-22 10:47:39,Needham,Buy,Buy,reit
2024-04-18 12:45:14,Oppenheimer,Outperform,,init
2024-04-17 16:47:22,Morgan Stanley,Equal-Weight,Equal-Weight,main
2024-04-16 10:37:11,Needham,Buy,Buy,reit
2024-03-21 09:27:59,Keybanc,Overweight,,init
2024-02-21 15:29:02,Barclays,Overweight,Overweight,main
2024-02-21 14:34:35,Cantor Fitzgerald,Overweight,Overweight,reit
2024-02-21 14:17:02,Canaccord Genuity,Buy,Buy,reit
2024-02-21 11:35:25,Needham,Buy,Buy,reit
2024-02-21 10:26:24,Piper Sandler,Overweight,Overweight,main
2024-02-07 12:17:49,Jefferies,Buy,,init
2024-01-24 18:43:55,Goldman Sachs,Buy,Buy,main
2024-01-23 14:58:21,Goldman Sachs,Buy,Buy,main
2024-01-19 17:13:43,Stifel,Buy,Buy,main
2024-01-19 11:53:27,Needham,Buy,Buy,reit
2024-01-12 11:10:59,Barclays,Overweight,Overweight,main
2024-01-02 11:54:02,Cantor Fitzgerald,Overweight,Neutral,up
2023-11-03 08:17:21,Piper Sandler,Overweight,Overweight,main
2023-10-23 09:09:48,Keybanc,Overweight,Overweight,main
2023-10-11 08:49:01,Stephens & Co.,Overweight,,init
2023-09-28 13:08:09,Cantor Fitzgerald,Neutral,Neutral,main
2023-09-28 09:25:25,Piper Sandler,Overweight,Overweight,reit
2023-09-15 10:08:36,Needham,Buy,Buy,reit
2023-08-07 15:45:46,Morgan Stanley,Equal-Weight,Equal-Weight,main
2023-08-07 08:11:13,Piper Sandler,Overweight,Overweight,reit
2023-08-04 12:15:48,Needham,Buy,Buy,reit
2023-08-02 08:51:40,Keybanc,Overweight,Overweight,main
2023-07-06 09:02:06,Goldman Sachs,Buy,,init
2023-05-03 13:38:25,BTIG,Buy,,main
2023-05-03 13:30:53,Stifel,Buy,,main
2023-05-03 12:42:12,Morgan Stanley,Equal-Weight,,main
2023-05-03 11:21:59,Cantor Fitzgerald,Neutral,,main
2023-05-03 10:31:00,Needham,Buy,,reit
2023-05-03 09:52:36,Barclays,Overweight,,main
2023-05-03 08:44:09,Piper Sandler,Overweight,,main
2023-04-06 09:23:39,Piper Sandler,Overweight,,reit
2023-02-22 13:58:30,Canaccord Genuity,Buy,,main
2023-02-22 12:20:43,Needham,Buy,,reit
2023-02-22 11:30:48,Barclays,Overweight,,main
2023-02-22 09:59:12,Piper Sandler,Overweight,,main
2023-02-14 12:49:38,Cantor Fitzgerald,Neutral,Overweight,down
2023-01-18 09:44:31,Keybanc,Overweight,,main
2022-12-13 13:29:17,Morgan Stanley,Equal-Weight,,main
2022-11-17 14:10:43,Baird,Outperform,,main
2022-11-04 13:29:07,Morgan Stanley,Equal-Weight,,main
2022-11-04 12:51:42,Baird,Outperform,,main
2022-11-04 12:34:47,Barclays,Overweight,,main
2022-11-04 09:03:38,Keybanc,Overweight,,main
2022-10-18 12:08:52,Barclays,Overweight,,main
2022-08-03 08:53:52,Piper Sandler,Overweight,,main
2022-07-15 10:16:51,Piper Sandler,Overweight,,main
2022-07-14 13:54:59,Morgan Stanley,Equal-Weight,,main
2022-05-04 11:19:55,Cantor Fitzgerald,Overweight,,main
2022-05-04 10:42:40,Barclays,Overweight,,main
2022-04-05 11:38:42,Cantor Fitzgerald,Overweight,,init
2022-02-23 14:36:39,Stifel,Buy,,main
2022-02-23 14:01:13,Morgan Stanley,Equal-Weight,,main
2022-02-23 11:39:27,Needham,Buy,,main
2022-02-23 11:18:10,Barclays,Overweight,,main
2022-02-23 09:25:51,Piper Sandler,Overweight,,main
2022-01-12 11:30:39,Piper Sandler,Overweight,,main
2021-12-16 14:28:39,Morgan Stanley,Equal-Weight,,main
2021-12-03 10:36:07,Keybanc,Overweight,,main
2021-09-23 10:27:36,Needham,Buy,,main
2021-09-23 08:29:36,Piper Sandler,Overweight,,main
2021-09-20 10:51:59,BTIG,Buy,,main
2021-09-20 08:29:29,Keybanc,Overweight,,main
2021-09-17 13:15:31,Barclays,Overweight,,main
2021-08-04 16:10:56,Canaccord Genuity,Buy,,main
2021-08-04 11:40:25,Needham,Buy,,main
2021-08-04 08:52:45,Piper Sandler,Overweight,,main
2021-07-23 14:57:13,Barclays,Overweight,,main
2021-07-16 13:20:47,Stifel,Buy,,main
2021-07-16 10:50:35,Needham,Buy,,main
2021-06-24 13:59:11,BTIG,Buy,,main
2021-06-18 12:21:49,Baird,Outperform,,main
2021-06-01 10:25:16,Keybanc,Overweight,,init
2021-04-27 09:47:55,Piper Sandler,Overweight,,init
2021-02-24 15:48:25,Barclays,Overweight,,main
2021-02-24 15:16:35,Canaccord Genuity,Buy,,main
2021-02-24 13:34:10,Morgan Stanley,Equal-Weight,,main
2021-02-24 10:52:48,Needham,Buy,,main
2020-11-17 12:23:10,Morgan Stanley,Equal-Weight,Overweight,down
2020-11-10 14:54:15,Canaccord Genuity,Buy,,main
2020-11-10 11:40:15,Needham,Buy,,main
2020-11-10 08:50:34,Keybanc,Overweight,,main
2020-10-08 10:19:55,Barclays,Overweight,,init
2020-10-05 12:02:21,Needham,Buy,,main
2020-10-01 12:05:32,BTIG,Buy,,reit
2020-08-24 09:22:20,Needham,Buy,,init
2020-08-06 14:34:34,Canaccord Genuity,Buy,,main
2020-08-06 13:27:44,Morgan Stanley,Overweight,,main
2020-07-30 17:24:01,Stifel,Buy,,main
2020-06-09 11:29:39,BTIG,Buy,,init
2020-06-04 08:46:31,Keybanc,Overweight,,main
2020-06-02 09:09:35,Baird,Outperform,,init
2020-05-07 12:57:34,Morgan Stanley,Overweight,,main
2020-02-27 15:19:11,Stifel,Buy,,main
2020-02-27 11:17:21,Keybanc,Overweight,,main
2020-01-07 15:12:45,Keybanc,Overweight,,init
2020-01-07 13:28:09,Stifel,Buy,,init
2020-01-07 13:23:07,Morgan Stanley,Overweight,,init
2020-01-07 11:46:16,Goldman Sachs,Buy,,init
