,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.21,0.21,0.0,0.21,0.006246
Normalized EBITDA,-5048000.0,-5377000.0,-5012000.0,-6186000.0,-4431000.0
Net Income From Continuing Operation Net Minority Interest,-6487000.0,-6139000.0,-4078000.0,-11386000.0,-6682000.0
Reconciled Depreciation,877000.0,878000.0,929000.0,946000.0,930000.0
Reconciled Cost Of Revenue,7260000.0,4322000.0,3762000.0,3992000.0,3383000.0
EBITDA,-5048000.0,-5377000.0,-5012000.0,-6186000.0,-4431000.0
EBIT,-5925000.0,-6255000.0,-5941000.0,-7132000.0,-5361000.0
Normalized Income,-6487000.0,-6139000.0,-4078000.0,-11386000.0,-6682000.0
Net Income From Continuing And Discontinued Operation,-6487000.0,-6139000.0,-4078000.0,-11386000.0,-6682000.0
Total Expenses,15782000.0,13187000.0,12881000.0,13873000.0,12528000.0
Total Operating Income As Reported,-5925000.0,-6255000.0,-5941000.0,-7132000.0,-5361000.0
Diluted Average Shares,45154504.0,45002197.0,44912000.0,44598000.0,44598393.0
Basic Average Shares,45154504.0,45002197.0,44912000.0,44598000.0,44598393.0
Diluted EPS,-0.14,-0.14,-0.09,-0.26,-0.15
Basic EPS,-0.14,-0.14,-0.09,-0.26,-0.15
Diluted NI Availto Com Stockholders,-6487000.0,-6139000.0,-4078000.0,-11386000.0,-6682000.0
Net Income Common Stockholders,-6487000.0,-6139000.0,-4078000.0,-11386000.0,-6682000.0
Net Income,-6487000.0,-6139000.0,-4078000.0,-11386000.0,-6682000.0
Net Income Including Noncontrolling Interests,-6487000.0,-6139000.0,-4078000.0,-11386000.0,-6682000.0
Net Income Continuous Operations,-6487000.0,-6139000.0,-4078000.0,-11386000.0,-6682000.0
Tax Provision,8000.0,71000.0,0.0,71000.0,-42000.0
Pretax Income,-6479000.0,-6068000.0,-4078000.0,-11315000.0,-6724000.0
Other Income Expense,-554000.0,187000.0,1863000.0,-4183000.0,-1363000.0
Other Non Operating Income Expenses,-554000.0,187000.0,1863000.0,-4183000.0,-1363000.0
Operating Income,-5925000.0,-6255000.0,-5941000.0,-7132000.0,-5361000.0
Operating Expense,8522000.0,8865000.0,9119000.0,9881000.0,9145000.0
Research And Development,2100000.0,2217000.0,2285000.0,2426000.0,2496000.0
Selling General And Administration,6422000.0,6648000.0,6834000.0,7455000.0,6649000.0
Gross Profit,2597000.0,2610000.0,3178000.0,2749000.0,3784000.0
Cost Of Revenue,7260000.0,4322000.0,3762000.0,3992000.0,3383000.0
Total Revenue,9857000.0,6932000.0,6940000.0,6741000.0,7167000.0
Operating Revenue,9857000.0,6932000.0,6940000.0,6741000.0,7167000.0
