quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,-0.39308,-0.355,-0.04,-0.1073
2025-03-31,-0.3724,-0.28,-0.09,-0.33
2024-12-31,-0.29,-0.22,-0.07,-0.3182
2024-09-30,-0.22,-0.20667,-0.01,-0.0645
