,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-8892508.143322,-10512000.0,-1881235.154394,-2506329.113924,-9450847.457627,,
Tax Rate For Calcs,0.211726,0.219,0.052257,0.278481,0.230508,,
Normalized EBITDA,2099000000.0,499000000.0,325000000.0,209000000.0,117000000.0,,
Total Unusual Items,-42000000.0,-48000000.0,-36000000.0,-9000000.0,-41000000.0,,
Total Unusual Items Excluding Goodwill,-42000000.0,-48000000.0,-36000000.0,-9000000.0,-41000000.0,,
Net Income From Continuing Operation Net Minority Interest,968000000.0,-249000000.0,-399000000.0,-114000000.0,-227000000.0,,
Reconciled Depreciation,769000000.0,711000000.0,647000000.0,335000000.0,348000000.0,,
Reconciled Cost Of Revenue,2274000000.0,1421000000.0,1361000000.0,537000000.0,692000000.0,,
EBITDA,2057000000.0,451000000.0,289000000.0,200000000.0,76000000.0,,
EBIT,1288000000.0,-260000000.0,-358000000.0,-135000000.0,-272000000.0,,
Net Interest Income,-60000000.0,-59000000.0,-64000000.0,-20000000.0,-20000000.0,,
Interest Expense,60000000.0,59000000.0,63000000.0,23000000.0,23000000.0,,
Interest Income,,0.0,-1000000.0,3000000.0,3000000.0,2000000.0,
Normalized Income,1001107491.856678,-211512000.0,-364881235.154394,-107506329.113924,-195450847.457627,,
Net Income From Continuing And Discontinued Operation,968000000.0,-249000000.0,-399000000.0,-114000000.0,-227000000.0,,
Total Expenses,2372000000.0,2416000000.0,2348000000.0,792000000.0,758000000.0,,
Total Operating Income As Reported,1269000000.0,-268000000.0,-386000000.0,-155000000.0,-294000000.0,,
Diluted Average Shares,240560000.0,234434000.0,231539000.0,133794000.0,131168000.0,,
Basic Average Shares,237973000.0,234434000.0,231539000.0,133794000.0,131168000.0,,
Diluted EPS,4.02,-1.06,-1.72,-0.85,-1.73,,
Basic EPS,4.07,-1.06,-1.72,-0.85,-1.73,,
Diluted NI Availto Com Stockholders,968000000.0,-249000000.0,-399000000.0,-114000000.0,-227000000.0,,
Net Income Common Stockholders,968000000.0,-249000000.0,-399000000.0,-114000000.0,-227000000.0,,
Net Income,968000000.0,-249000000.0,-399000000.0,-114000000.0,-227000000.0,,
Net Income Including Noncontrolling Interests,968000000.0,-249000000.0,-399000000.0,-114000000.0,-227000000.0,,
Net Income Continuous Operations,968000000.0,-249000000.0,-399000000.0,-114000000.0,-227000000.0,,
Tax Provision,260000000.0,-70000000.0,-22000000.0,-44000000.0,-68000000.0,,
Pretax Income,1228000000.0,-319000000.0,-421000000.0,-158000000.0,-295000000.0,,
Other Income Expense,-26000000.0,-40000000.0,-8000000.0,8000000.0,-20000000.0,,
Other Non Operating Income Expenses,16000000.0,8000000.0,28000000.0,17000000.0,21000000.0,,
Special Income Charges,-42000000.0,-48000000.0,-36000000.0,-9000000.0,-41000000.0,,
Gain On Sale Of Ppe,4000000.0,0.0,2000000.0,2000000.0,2000000.0,,
Other Special Charges,-3000000.0,,-1000000.0,,2000000.0,,
Restructuring And Mergern Acquisition,49000000.0,48000000.0,39000000.0,11000000.0,41000000.0,,
Net Non Operating Interest Income Expense,-60000000.0,-59000000.0,-64000000.0,-20000000.0,-20000000.0,,
Interest Expense Non Operating,60000000.0,59000000.0,63000000.0,23000000.0,23000000.0,,
Interest Income Non Operating,,0.0,-1000000.0,3000000.0,3000000.0,2000000.0,
Operating Income,1314000000.0,-220000000.0,-349000000.0,-146000000.0,-255000000.0,,
Operating Expense,98000000.0,995000000.0,987000000.0,255000000.0,66000000.0,,
Other Operating Expenses,58000000.0,29000000.0,280000000.0,24000000.0,19000000.0,,
Selling General And Administration,40000000.0,966000000.0,707000000.0,231000000.0,47000000.0,,
Selling And Marketing Expense,,919000000.0,654000000.0,192000000.0,,323000000.0,514000000.0
General And Administrative Expense,40000000.0,47000000.0,53000000.0,39000000.0,47000000.0,,
Other Gand A,40000000.0,47000000.0,53000000.0,39000000.0,47000000.0,,
Gross Profit,1412000000.0,775000000.0,638000000.0,109000000.0,-189000000.0,,
Cost Of Revenue,2274000000.0,1421000000.0,1361000000.0,537000000.0,692000000.0,,
Total Revenue,3686000000.0,2196000000.0,1999000000.0,646000000.0,503000000.0,,
Operating Revenue,3686000000.0,2196000000.0,1999000000.0,646000000.0,503000000.0,,
