quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,-0.1289,-0.4275,0.3,0.6985
2025-03-31,-0.30155,-0.43638,0.13,0.309
2024-12-31,-0.90478,-0.46633,-0.44,-0.9402
2024-09-30,-0.16486,-0.44925,0.28,0.633
