GradeDate,Firm,ToGrade,FromGrade,Action
2023-03-29 09:24:16,UBS,Neutral,,init
2022-11-29 09:35:47,Oppenheimer,Outperform,,init
2022-10-04 10:10:09,B. Riley Securities,Buy,,init
2021-12-17 12:12:48,UBS,Neutral,,init
2021-06-21 11:32:07,Cowen & Co.,Outperform,,init
