quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2024-03-31,-1.1,-0.88,-0.22,-0.25
2023-12-31,-3.74,-3.08,-0.66,-0.2143
2023-09-30,-3.74,,,
2023-06-30,-4.84,-1.76,-3.08,-1.75
