,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.008403,0.21,0.052611,0.21,0.152799
Net Income From Continuing Operation Net Minority Interest,38352000.0,-36249000.0,7239000.0,36913000.0,1120000.0
Net Interest Income,43399000.0,46863000.0,53588000.0,57586000.0,59589000.0
Interest Expense,31061000.0,28191000.0,30562000.0,32058000.0,32513000.0
Interest Income,74460000.0,75054000.0,84150000.0,89644000.0,92102000.0
Normalized Income,38352000.0,-36249000.0,7239000.0,36913000.0,1120000.0
Net Income From Continuing And Discontinued Operation,38352000.0,-36249000.0,7239000.0,36913000.0,1120000.0
Diluted Average Shares,88086000.0,85916000.0,82245000.0,82245000.0,81830000.0
Basic Average Shares,88086000.0,85916000.0,82245000.0,82245000.0,81830000.0
Diluted EPS,0.44,-0.42,0.09,0.45,0.01
Basic EPS,0.44,-0.42,0.09,0.45,0.01
Diluted NI Availto Com Stockholders,38352000.0,-36249000.0,7239000.0,36913000.0,1120000.0
Net Income Common Stockholders,38352000.0,-36249000.0,7239000.0,36913000.0,1120000.0
Net Income,38352000.0,-36249000.0,7239000.0,36913000.0,1120000.0
Net Income Including Noncontrolling Interests,38352000.0,-36249000.0,7239000.0,36913000.0,1120000.0
Net Income Continuous Operations,38352000.0,-36249000.0,7239000.0,36913000.0,1120000.0
Tax Provision,325000.0,264000.0,402000.0,-661000.0,202000.0
Pretax Income,38677000.0,-35985000.0,7641000.0,36252000.0,1322000.0
Gain On Sale Of Security,-13432000.0,6705000.0,-17310000.0,-51848000.0,-69452000.0
Operating Expense,-2289000.0,-4204000.0,-4537000.0,213000.0,-2244000.0
Other Operating Expenses,-5359000.0,-6916000.0,-7127000.0,-1978000.0,-4710000.0
Selling General And Administration,3070000.0,2712000.0,2590000.0,2191000.0,2466000.0
General And Administrative Expense,3070000.0,2712000.0,2590000.0,2191000.0,2466000.0
Total Revenue,36388000.0,-40189000.0,3104000.0,36465000.0,-922000.0
Operating Revenue,36388000.0,-40189000.0,3104000.0,36465000.0,-922000.0
