quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,0.75,0.55,0.2,0.36360002
2025-03-31,0.17,0.0,0.17,0.0
2024-12-31,0.46,0.46,0.0,0.0
2024-09-30,0.5,0.5,0.0,0.0
