GradeDate,Firm,ToGrade,FromGrade,Action
2024-05-06 15:14:52,Goldman Sachs,Buy,Buy,main
2024-05-06 12:30:43,Truist Securities,Buy,Buy,reit
2024-03-21 18:05:28,Piper Sandler,Overweight,Overweight,main
2024-03-04 14:18:49,Goldman Sachs,Buy,Buy,main
2024-01-29 11:59:12,Barclays,Overweight,Overweight,main
2023-11-08 14:50:05,Truist Securities,Buy,Buy,main
2023-09-06 16:05:08,Truist Securities,Buy,Buy,reit
2023-08-07 18:01:05,Piper Sandler,Overweight,Overweight,main
2023-08-07 14:20:37,Truist Securities,Buy,Buy,main
2023-08-07 13:05:19,Barclays,Overweight,Overweight,main
2023-05-08 13:30:06,Piper Sandler,Overweight,,main
2023-03-29 16:37:16,Truist Securities,Buy,,main
2023-03-10 11:31:10,Barclays,Overweight,,main
2023-03-03 15:26:32,Goldman Sachs,Buy,,main
2023-03-03 13:36:34,BMO Capital,Market Perform,,main
2022-08-08 12:54:22,Goldman Sachs,Buy,,main
2022-05-12 11:43:42,Goldman Sachs,Buy,,main
2021-03-08 13:07:48,Goldman Sachs,Buy,Sell,up
2020-12-14 12:44:45,Guggenheim,Buy,Neutral,up
2020-11-09 09:20:34,SVB Leerink,Market Perform,,main
2020-10-09 12:52:42,Piper Sandler,Overweight,,main
2020-07-27 16:11:42,Goldman Sachs,Sell,,init
2020-05-13 13:06:09,SunTrust Robinson Humphrey,Buy,,main
2020-05-12 11:26:47,Guggenheim,Neutral,Sell,up
2020-05-12 10:21:09,SVB Leerink,Market Perform,,main
2020-04-02 13:04:20,Morgan Stanley,Equal-Weight,,main
2020-02-27 16:37:26,SunTrust Robinson Humphrey,Buy,,main
2020-01-02 16:30:25,RBC Capital,Sector Perform,,main
2019-12-12 19:09:36,Raymond James,Market Perform,Outperform,down
2019-11-12 12:01:50,JP Morgan,Underweight,Neutral,down
2019-11-11 13:43:55,BMO Capital,Market Perform,,main
2019-11-07 17:31:32,Raymond James,Outperform,,main
2019-11-07 11:36:07,SVB Leerink,Market Perform,Outperform,down
2019-09-12 11:21:32,Guggenheim,Sell,,init
2019-08-06 12:57:39,BMO Capital,Market Perform,,main
2019-07-22 13:33:04,SVB Leerink,Outperform,Market Perform,up
2019-07-11 14:02:09,SunTrust Robinson Humphrey,Buy,,main
2019-07-11 11:42:40,RBC Capital,Sector Perform,Outperform,down
2019-07-10 18:49:12,Raymond James,Outperform,Strong Buy,down
2019-07-08 10:21:46,Piper Sandler,Overweight,Neutral,up
2019-06-11 11:21:01,Barclays,Equal-Weight,,init
2019-05-21 10:41:13,Raymond James,Strong Buy,Market Perform,up
2019-05-10 12:32:42,BMO Capital,Market Perform,,main
2019-03-20 11:23:11,SunTrust Robinson Humphrey,Buy,,init
2018-12-14 12:32:55,Morgan Stanley,Equal-Weight,Overweight,down
2018-10-16 11:38:06,SunTrust Robinson Humphrey,Hold,Buy,down
2018-10-03 11:30:20,Morgan Stanley,Overweight,Overweight,main
2018-08-22 12:46:31,B. Riley Securities,Buy,Buy,main
2018-08-14 11:43:27,Canaccord Genuity,Hold,Hold,main
2018-08-13 11:45:51,RBC Capital,Outperform,Sector Perform,up
2018-08-10 11:31:26,BMO Capital,Market Perform,Market Perform,main
2018-07-23 11:29:04,Morgan Stanley,Overweight,,init
2018-06-22 10:22:21,B. Riley Securities,Buy,,init
2018-05-18 12:10:54,JP Morgan,Neutral,,init
