,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.222259,0.239,0.251896,0.247,0.229327
Net Income From Continuing Operation Net Minority Interest,37981000.0,58239000.0,95666000.0,61273000.0,76393000.0
Reconciled Depreciation,770000.0,770000.0,760000.0,783000.0,746000.0
Net Interest Income,128719000.0,122196000.0,134624000.0,132821000.0,128119000.0
Interest Expense,175680000.0,165008000.0,186722000.0,206107000.0,200154000.0
Interest Income,304399000.0,287204000.0,321346000.0,338928000.0,328273000.0
Normalized Income,37981000.0,58239000.0,95666000.0,61273000.0,76393000.0
Net Income From Continuing And Discontinued Operation,37981000.0,58239000.0,95666000.0,61273000.0,76393000.0
Diluted Average Shares,45929563.0,45914083.0,45924176.0,45910052.0,44698324.0
Basic Average Shares,45883644.0,45824022.0,45765458.0,45759667.0,44569345.0
Diluted EPS,0.6,0.93,1.85,1.17,1.49
Basic EPS,0.6,0.93,1.86,1.17,1.5
Diluted NI Availto Com Stockholders,27715000.0,42603000.0,84938000.0,53516000.0,66813000.0
Net Income Common Stockholders,27715000.0,42603000.0,84938000.0,53516000.0,66813000.0
Otherunder Preferred Stock Dividend,,5371000.0,0.0,,1823000.0
Preferred Stock Dividends,10266000.0,10265000.0,10728000.0,7757000.0,7757000.0
Net Income,37981000.0,58239000.0,95666000.0,61273000.0,76393000.0
Net Income Including Noncontrolling Interests,37981000.0,58239000.0,95666000.0,61273000.0,76393000.0
Net Income Continuous Operations,37981000.0,58239000.0,95666000.0,61273000.0,76393000.0
Tax Provision,10854000.0,18259000.0,32212000.0,20074000.0,22732000.0
Pretax Income,48835000.0,76498000.0,127878000.0,81347000.0,99125000.0
Gain On Sale Of Security,0.0,0.0,0.0,0.0,0.0
Selling General And Administration,50718000.0,43647000.0,44009000.0,44199000.0,33952000.0
General And Administrative Expense,50718000.0,43647000.0,44009000.0,44199000.0,33952000.0
Insurance And Claims,7152000.0,7228000.0,6473000.0,8981000.0,5579000.0
Salaries And Wages,43566000.0,36419000.0,37536000.0,35218000.0,28373000.0
Total Revenue,178057000.0,145091000.0,193065000.0,148449000.0,158477000.0
Operating Revenue,178057000.0,145091000.0,193065000.0,148449000.0,158477000.0
Occupancy And Equipment,2494000.0,2351000.0,2284000.0,2231000.0,2239000.0
Professional Expense And Contract Services Expense,3159000.0,2894000.0,5135000.0,3439000.0,3556000.0
Other Non Interest Expense,19824000.0,11974000.0,11070000.0,10335000.0,9640000.0
