quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,1.58,1.58833,-0.01,-0.0052
2025-03-31,-0.04,0.01667,-0.06,-3.3995001
2024-12-31,-0.06,-0.15274,0.09,0.6072
2024-09-30,3.37,3.52057,-0.15,-0.0428
