,2025-07-31,2025-04-30,2025-01-31,2024-10-31,2024-07-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.249815,0.21,0.251,0.263,0.254741
Normalized EBITDA,56073000.0,59240000.0,69810000.0,71215000.0,71045000.0
Net Income From Continuing Operation Net Minority Interest,18204000.0,14931000.0,28429000.0,30037000.0,26159000.0
Reconciled Depreciation,31563000.0,27090000.0,31080000.0,30592000.0,34869000.0
Reconciled Cost Of Revenue,283032000.0,319809000.0,290412000.0,290379000.0,282189000.0
EBITDA,56073000.0,59240000.0,69810000.0,71215000.0,71045000.0
EBIT,24510000.0,32150000.0,38730000.0,40623000.0,36176000.0
Net Interest Income,2988000.0,3124000.0,3363000.0,3631000.0,4214000.0
Interest Expense,120000.0,134000.0,102000.0,99000.0,210000.0
Interest Income,3108000.0,3258000.0,3465000.0,3730000.0,4424000.0
Normalized Income,18204000.0,14931000.0,28429000.0,30037000.0,26159000.0
Net Income From Continuing And Discontinued Operation,18204000.0,14931000.0,28429000.0,30037000.0,26159000.0
Total Expenses,470242000.0,520763000.0,486609000.0,482255000.0,463162000.0
Total Operating Income As Reported,21987000.0,29527000.0,35168000.0,38772000.0,32370000.0
Diluted Average Shares,41425000.0,41942000.0,42103000.0,42154000.0,42564000.0
Basic Average Shares,41027000.0,41208000.0,41437000.0,41708000.0,42052000.0
Diluted EPS,0.44,0.36,0.68,0.71,0.61
Basic EPS,0.44,0.36,0.69,0.72,0.62
Diluted NI Availto Com Stockholders,18204000.0,14931000.0,28429000.0,30037000.0,26159000.0
Net Income Common Stockholders,18204000.0,14931000.0,28429000.0,30037000.0,26159000.0
Net Income,18204000.0,14931000.0,28429000.0,30037000.0,26159000.0
Minority Interests,-93000.0,-419000.0,-516000.0,184000.0,-645000.0
Net Income Including Noncontrolling Interests,18297000.0,15350000.0,28945000.0,29853000.0,26804000.0
Net Income Continuous Operations,18297000.0,15350000.0,28945000.0,29853000.0,26804000.0
Tax Provision,6093000.0,16666000.0,9683000.0,10671000.0,9162000.0
Pretax Income,24390000.0,32016000.0,38628000.0,40524000.0,35966000.0
Other Income Expense,-585000.0,-21216000.0,97000.0,-1879000.0,-618000.0
Other Non Operating Income Expenses,-585000.0,-635000.0,97000.0,-1879000.0,-618000.0
Net Non Operating Interest Income Expense,2988000.0,3124000.0,3363000.0,3631000.0,4214000.0
Interest Expense Non Operating,120000.0,134000.0,102000.0,99000.0,210000.0
Interest Income Non Operating,3108000.0,3258000.0,3465000.0,3730000.0,4424000.0
Operating Income,21987000.0,50108000.0,35168000.0,38772000.0,32370000.0
Operating Expense,187210000.0,200954000.0,196197000.0,191876000.0,180973000.0
Selling General And Administration,187210000.0,200954000.0,196197000.0,191876000.0,180973000.0
Gross Profit,209197000.0,251062000.0,231365000.0,230648000.0,213343000.0
Cost Of Revenue,283032000.0,319809000.0,290412000.0,290379000.0,282189000.0
Total Revenue,492229000.0,570871000.0,521777000.0,521027000.0,495532000.0
Operating Revenue,492229000.0,570871000.0,521777000.0,521027000.0,495532000.0
