,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.179997,0.189,0.204,0.21,0.134529
Normalized EBITDA,20532000.0,18002000.0,12249000.0,9877000.0,9056000.0
Net Income From Continuing Operation Net Minority Interest,11052000.0,8865000.0,4137000.0,2597000.0,1930000.0
Reconciled Depreciation,5265000.0,5175000.0,5005000.0,5102000.0,4688000.0
Reconciled Cost Of Revenue,65258000.0,61746000.0,62970000.0,66672000.0,60424000.0
EBITDA,20532000.0,18002000.0,12249000.0,9877000.0,9056000.0
EBIT,15267000.0,12827000.0,7244000.0,4775000.0,4368000.0
Net Interest Income,-1789000.0,-1902000.0,-2049000.0,-2199000.0,-2138000.0
Interest Expense,1789000.0,1902000.0,2049000.0,2199000.0,2138000.0
Normalized Income,11052000.0,8865000.0,4137000.0,2597000.0,1930000.0
Net Income From Continuing And Discontinued Operation,11052000.0,8865000.0,4137000.0,2597000.0,1930000.0
Total Expenses,74225000.0,69910000.0,70379000.0,74976000.0,66873000.0
Total Operating Income As Reported,13025000.0,12849000.0,7258000.0,4804000.0,4410000.0
Diluted Average Shares,9942602.0,9843471.0,9636144.0,9445132.0,9650000.0
Basic Average Shares,9269811.0,9209721.0,9187730.0,9133716.0,9190476.0
Diluted EPS,1.11,0.9,0.43,0.27,0.2
Basic EPS,1.19,0.96,0.45,0.28,0.21
Diluted NI Availto Com Stockholders,11052000.0,8865000.0,4137000.0,2597000.0,1930000.0
Net Income Common Stockholders,11052000.0,8865000.0,4137000.0,2597000.0,1930000.0
Net Income,11052000.0,8865000.0,4137000.0,2597000.0,1930000.0
Net Income Including Noncontrolling Interests,11052000.0,8865000.0,4137000.0,2597000.0,1930000.0
Net Income Continuous Operations,11052000.0,8865000.0,4137000.0,2597000.0,1930000.0
Tax Provision,2426000.0,2060000.0,1058000.0,-21000.0,300000.0
Pretax Income,13478000.0,10925000.0,5195000.0,2576000.0,2230000.0
Other Income Expense,2242000.0,-22000.0,-14000.0,-29000.0,-42000.0
Other Non Operating Income Expenses,2242000.0,-22000.0,-14000.0,-29000.0,-42000.0
Net Non Operating Interest Income Expense,-1789000.0,-1902000.0,-2049000.0,-2199000.0,-2138000.0
Interest Expense Non Operating,1789000.0,1902000.0,2049000.0,2199000.0,2138000.0
Operating Income,13025000.0,12849000.0,7258000.0,4804000.0,4410000.0
Operating Expense,8967000.0,8164000.0,7409000.0,8304000.0,6449000.0
Selling General And Administration,8967000.0,8164000.0,7409000.0,8304000.0,6449000.0
Gross Profit,21992000.0,21013000.0,14667000.0,13108000.0,10859000.0
Cost Of Revenue,65258000.0,61746000.0,62970000.0,66672000.0,60424000.0
Total Revenue,87250000.0,82759000.0,77637000.0,79780000.0,71283000.0
Operating Revenue,87250000.0,82759000.0,77637000.0,79780000.0,71283000.0
