,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.032461,0.027276,0.044245,0.21,0.21
Net Income From Continuing Operation Net Minority Interest,6606629.0,-1952146.0,2411740.0,-2867702.0,-1684362.0
Net Interest Income,4697627.0,2885168.0,4049286.0,3499602.0,3350286.0
Interest Expense,1857409.0,1956995.0,2174195.0,2259936.0,2215183.0
Interest Income,6555036.0,4842163.0,6223481.0,5759538.0,5565469.0
Normalized Income,6606629.0,-1952146.0,2411740.0,-2867702.0,-1684362.0
Net Income From Continuing And Discontinued Operation,6606629.0,-1952146.0,2411740.0,-2867702.0,-1684362.0
Diluted Average Shares,14403752.0,,14396951.0,14394081.0,14392714.0
Basic Average Shares,14403752.0,,14396951.0,14394081.0,14392714.0
Diluted EPS,0.46,,0.17,-0.2,-0.12
Basic EPS,0.46,,0.17,-0.2,-0.12
Diluted NI Availto Com Stockholders,6606629.0,-1952146.0,2411740.0,-2867702.0,-1684362.0
Net Income Common Stockholders,6606629.0,-1952146.0,2411740.0,-2867702.0,-1684362.0
Net Income,6606629.0,-1952146.0,2411740.0,-2867702.0,-1684362.0
Net Income Including Noncontrolling Interests,6606629.0,-1952146.0,2411740.0,-2867702.0,-1684362.0
Net Income Continuous Operations,6606629.0,-1952146.0,2411740.0,-2867702.0,-1684362.0
Tax Provision,221655.0,-54740.0,111646.0,109497.0,100747.0
Pretax Income,6828284.0,-2006886.0,2523386.0,-2758205.0,-1583615.0
Gain On Sale Of Security,-4056505.0,-1828530.0,-6271968.0,-5871039.0,0.0
Operating Expense,1099769.0,1018247.0,1302087.0,1390478.0,975190.0
Other Operating Expenses,100791.0,97469.0,72937.0,7474.0,104480.0
Selling General And Administration,998978.0,920778.0,1229150.0,1383004.0,870710.0
General And Administrative Expense,998978.0,920778.0,1229150.0,1383004.0,870710.0
Total Revenue,7928053.0,-988639.0,3825473.0,-1367727.0,-608425.0
Operating Revenue,7928053.0,-988639.0,3825473.0,-1367727.0,-608425.0
