quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-04-30,0.5258,0.5355,-0.01,-0.018099999
2025-01-31,0.3437,0.35805,-0.01,-0.0401
2024-10-31,0.6909,0.65692,0.03,0.0517
2024-07-31,0.6094,0.74325,-0.13,-0.18010001
