,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.274612,0.198,0.21,0.263,0.254927
Normalized EBITDA,18130000.0,9997000.0,15363000.0,20529000.0,18100000.0
Net Income From Continuing Operation Net Minority Interest,9063000.0,3964000.0,10096000.0,10253000.0,8619000.0
Reconciled Depreciation,4873000.0,4421000.0,4792000.0,5157000.0,4709000.0
Reconciled Cost Of Revenue,107817000.0,96750000.0,97189000.0,103182000.0,103691000.0
EBITDA,18130000.0,9997000.0,15363000.0,20529000.0,18100000.0
EBIT,13257000.0,5576000.0,10571000.0,15372000.0,13391000.0
Net Interest Income,-763000.0,-635000.0,-911000.0,-1452000.0,-1823000.0
Interest Expense,763000.0,635000.0,911000.0,1452000.0,1823000.0
Normalized Income,9063000.0,3964000.0,10096000.0,10253000.0,8619000.0
Net Income From Continuing And Discontinued Operation,9063000.0,3964000.0,10096000.0,10253000.0,8619000.0
Total Expenses,119946000.0,110546000.0,109130000.0,114763000.0,115886000.0
Total Operating Income As Reported,13236000.0,5569000.0,10497000.0,15438000.0,13619000.0
Diluted Average Shares,9961000.0,10117000.0,10108000.0,10055000.0,9995000.0
Basic Average Shares,9882000.0,9933000.0,9919000.0,9919000.0,9912000.0
Diluted EPS,0.91,0.39,1.0,1.02,0.86
Basic EPS,0.91,0.4,1.02,1.03,0.87
Diluted NI Availto Com Stockholders,9063000.0,3964000.0,10096000.0,10253000.0,8619000.0
Net Income Common Stockholders,9063000.0,3964000.0,10096000.0,10253000.0,8619000.0
Net Income,9063000.0,3964000.0,10096000.0,10253000.0,8619000.0
Net Income Including Noncontrolling Interests,9063000.0,3964000.0,10096000.0,10253000.0,8619000.0
Net Income Continuous Operations,9063000.0,3964000.0,10096000.0,10253000.0,8619000.0
Tax Provision,3431000.0,977000.0,-436000.0,3667000.0,2949000.0
Pretax Income,12494000.0,4941000.0,9660000.0,13920000.0,11568000.0
Other Income Expense,21000.0,7000.0,74000.0,-66000.0,-228000.0
Other Non Operating Income Expenses,21000.0,7000.0,74000.0,-66000.0,-228000.0
Net Non Operating Interest Income Expense,-763000.0,-635000.0,-911000.0,-1452000.0,-1823000.0
Interest Expense Non Operating,763000.0,635000.0,911000.0,1452000.0,1823000.0
Operating Income,13236000.0,5569000.0,10497000.0,15438000.0,13619000.0
Operating Expense,12129000.0,13796000.0,11941000.0,11581000.0,12195000.0
Selling General And Administration,12129000.0,13796000.0,11941000.0,11581000.0,12195000.0
Gross Profit,25365000.0,19365000.0,22438000.0,27019000.0,25814000.0
Cost Of Revenue,107817000.0,96750000.0,97189000.0,103182000.0,103691000.0
Total Revenue,133182000.0,116115000.0,119627000.0,130201000.0,129505000.0
Operating Revenue,133182000.0,116115000.0,119627000.0,130201000.0,129505000.0
