GradeDate,Firm,ToGrade,FromGrade,Action
2024-06-05 17:14:07,TD Cowen,Hold,Hold,main
2024-05-07 13:21:14,"Keefe, Bruyette & Woods",Outperform,Outperform,reit
2024-05-01 17:59:35,Wells Fargo,Equal-Weight,Equal-Weight,main
2024-05-01 15:41:29,JMP Securities,Market Outperform,Market Outperform,main
2024-04-24 14:55:14,"Keefe, Bruyette & Woods",Outperform,Outperform,reit
2024-04-15 16:30:01,JMP Securities,Market Outperform,Market Outperform,reit
2024-04-11 14:28:13,Wells Fargo,Equal-Weight,Equal-Weight,main
2024-03-01 12:33:24,Jefferies,Buy,Hold,up
2024-02-26 10:25:34,"Keefe, Bruyette & Woods",Outperform,Market Perform,up
2024-02-23 17:04:40,Citigroup,Neutral,Neutral,main
2024-02-22 16:38:48,Wells Fargo,Equal-Weight,Equal-Weight,main
2024-02-22 12:13:07,Cantor Fitzgerald,Overweight,Neutral,up
2023-10-06 18:48:17,Jefferies,Hold,Hold,main
2023-08-28 14:22:17,UBS,Neutral,Neutral,main
2023-08-23 11:04:02,Citigroup,Neutral,Neutral,main
2023-07-12 13:10:32,JMP Securities,Market Outperform,Market Outperform,reit
2023-04-18 13:14:43,JMP Securities,Market Outperform,,reit
2023-04-10 15:46:56,Jefferies,Hold,,main
2023-04-05 12:22:09,Wells Fargo,Equal-Weight,,main
2023-02-27 11:40:08,Barclays,Underweight,,main
2023-02-24 11:55:12,JMP Securities,Market Outperform,,main
2023-02-24 10:53:31,Cantor Fitzgerald,Neutral,Overweight,down
2023-01-18 12:48:30,Wells Fargo,Equal-Weight,,main
2023-01-17 12:43:09,JMP Securities,Market Outperform,,main
2022-12-15 10:41:12,Citigroup,Neutral,,init
2022-11-22 14:04:33,Morgan Stanley,Equal-Weight,,main
2022-11-17 13:50:19,"Keefe, Bruyette & Woods",Market Perform,,init
2022-11-11 13:03:44,Barclays,Underweight,,main
2022-10-18 12:31:40,JMP Securities,Market Outperform,,main
2022-10-12 11:59:25,Wells Fargo,Equal-Weight,,main
2022-08-19 13:28:43,Morgan Stanley,Equal-Weight,,main
2022-08-16 12:11:42,Barclays,Underweight,,main
2022-08-15 12:35:28,Morgan Stanley,Equal-Weight,,main
