,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.2,0.21,0.209,0.21066,0.222
Net Income From Continuing Operation Net Minority Interest,5629000.0,5474000.0,5333000.0,5598000.0,5804000.0
Reconciled Depreciation,1892000.0,2228000.0,2002000.0,2049000.0,2141000.0
Net Interest Income,18541000.0,18409000.0,18654000.0,18874000.0,19621000.0
Interest Expense,16063000.0,14927000.0,14656000.0,14329000.0,12958000.0
Interest Income,34604000.0,33336000.0,33310000.0,33203000.0,32579000.0
Normalized Income,5629000.0,5474000.0,5333000.0,5598000.0,5804000.0
Net Income From Continuing And Discontinued Operation,5629000.0,5474000.0,5333000.0,5598000.0,5804000.0
Diluted Average Shares,17587902.0,17551007.0,17560210.0,17567839.0,17569493.0
Basic Average Shares,17587902.0,17551007.0,17560210.0,17567839.0,17569493.0
Diluted EPS,0.32,0.31,0.3,0.32,0.33
Basic EPS,0.32,0.31,0.3,0.32,0.33
Diluted NI Availto Com Stockholders,5629000.0,5474000.0,5333000.0,5598000.0,5804000.0
Net Income Common Stockholders,5629000.0,5474000.0,5333000.0,5598000.0,5804000.0
Net Income,5629000.0,5474000.0,5333000.0,5598000.0,5804000.0
Net Income Including Noncontrolling Interests,5629000.0,5474000.0,5333000.0,5598000.0,5804000.0
Net Income Continuous Operations,5629000.0,5474000.0,5333000.0,5598000.0,5804000.0
Tax Provision,1409000.0,1452000.0,1411000.0,1494000.0,1654000.0
Pretax Income,7038000.0,6926000.0,6744000.0,7092000.0,7458000.0
Gain On Sale Of Security,-454000.0,-425000.0,-555000.0,0.0,0.0
Selling General And Administration,13559000.0,13244000.0,12978000.0,12358000.0,12739000.0
Selling And Marketing Expense,965000.0,967000.0,960000.0,1054000.0,766000.0
General And Administrative Expense,12594000.0,12277000.0,12018000.0,11304000.0,11973000.0
Salaries And Wages,12594000.0,12277000.0,12018000.0,11304000.0,11973000.0
Total Revenue,28623000.0,27906000.0,28141000.0,28179000.0,29339000.0
Operating Revenue,28623000.0,27906000.0,28141000.0,28179000.0,29339000.0
Occupancy And Equipment,1523000.0,1475000.0,1507000.0,1542000.0,1620000.0
Professional Expense And Contract Services Expense,748000.0,704000.0,834000.0,749000.0,752000.0
Other Non Interest Expense,5005000.0,4907000.0,5078000.0,4938000.0,5770000.0
