quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,4.15,4.02443,0.13,0.0312
2025-03-31,3.73,3.55917,0.17,0.048
2024-12-31,3.82,3.68943,0.13,0.0354
2024-09-30,3.89,3.74593,0.14,0.0385
