,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,-1924260.35503,-17900931.414056,-8055684.454756,-29944000.0,-49550069.541029
Tax Rate For Calcs,0.00355,0.205758,0.035963,0.152,0.181502
Normalized EBITDA,1798000000.0,1657000000.0,2336000000.0,2646000000.0,2060000000.0
Total Unusual Items,-542000000.0,-87000000.0,-224000000.0,-197000000.0,-273000000.0
Total Unusual Items Excluding Goodwill,-542000000.0,-87000000.0,-224000000.0,-197000000.0,-273000000.0
Net Income From Continuing Operation Net Minority Interest,630000000.0,442000000.0,1486000000.0,811000000.0,853000000.0
Reconciled Depreciation,332000000.0,308000000.0,296000000.0,281000000.0,260000000.0
Reconciled Cost Of Revenue,330000000.0,326000000.0,289000000.0,291000000.0,291000000.0
EBITDA,1256000000.0,1570000000.0,2112000000.0,2449000000.0,1787000000.0
EBIT,924000000.0,1262000000.0,1816000000.0,2168000000.0,1527000000.0
Net Interest Income,-74000000.0,-47000000.0,-68000000.0,-36000000.0,-27000000.0
Interest Expense,79000000.0,81000000.0,92000000.0,82000000.0,89000000.0
Interest Income,5000000.0,34000000.0,32000000.0,46000000.0,62000000.0
Normalized Income,1170075739.64497,511099068.585944,1701944315.545244,978056000.0,1076449930.458971
Net Income From Continuing And Discontinued Operation,630000000.0,442000000.0,1486000000.0,811000000.0,853000000.0
Total Expenses,5366000000.0,4015000000.0,3361000000.0,5517000000.0,4304000000.0
Diluted Average Shares,590371367.0,592984841.0,603000000.0,588541814.0,590174236.0
Basic Average Shares,586672682.0,587258883.0,584000000.0,585382685.0,587104242.0
Diluted EPS,0.99,0.68,2.39,1.29,1.35
Basic EPS,1.0,0.68,2.42,1.3,1.36
Diluted NI Availto Com Stockholders,292000000.0,137000000.0,1250000000.0,496000000.0,534000000.0
Average Dilution Earnings,0.0,0.0,97000000.0,0.0,0.0
Net Income Common Stockholders,292000000.0,137000000.0,1153000000.0,496000000.0,534000000.0
Otherunder Preferred Stock Dividend,313000000.0,281000000.0,309000000.0,291000000.0,294000000.0
Preferred Stock Dividends,25000000.0,24000000.0,24000000.0,24000000.0,25000000.0
Net Income,630000000.0,442000000.0,1486000000.0,811000000.0,853000000.0
Minority Interests,-212000000.0,-496000000.0,-176000000.0,-958000000.0,-324000000.0
Net Income Including Noncontrolling Interests,842000000.0,938000000.0,1662000000.0,1769000000.0,1177000000.0
Net Income Continuous Operations,842000000.0,938000000.0,1662000000.0,1769000000.0,1177000000.0
Tax Provision,3000000.0,243000000.0,62000000.0,317000000.0,261000000.0
Pretax Income,845000000.0,1181000000.0,1724000000.0,2086000000.0,1438000000.0
Other Income Expense,-529000000.0,-305000000.0,-130000000.0,-134000000.0,-249000000.0
Other Non Operating Income Expenses,13000000.0,-218000000.0,94000000.0,63000000.0,24000000.0
Special Income Charges,-292000000.0,-267000000.0,-263000000.0,-244000000.0,-227000000.0
Restructuring And Mergern Acquisition,292000000.0,267000000.0,263000000.0,244000000.0,227000000.0
Gain On Sale Of Security,-250000000.0,180000000.0,39000000.0,47000000.0,-46000000.0
Net Non Operating Interest Income Expense,-74000000.0,-47000000.0,-68000000.0,-36000000.0,-27000000.0
Interest Expense Non Operating,79000000.0,81000000.0,92000000.0,82000000.0,89000000.0
Interest Income Non Operating,5000000.0,34000000.0,32000000.0,46000000.0,62000000.0
Operating Income,1448000000.0,1533000000.0,1922000000.0,2256000000.0,1714000000.0
Operating Expense,5036000000.0,3689000000.0,3072000000.0,5226000000.0,4013000000.0
Other Operating Expenses,4394000000.0,2962000000.0,2344000000.0,4586000000.0,3381000000.0
Selling General And Administration,642000000.0,727000000.0,728000000.0,640000000.0,632000000.0
General And Administrative Expense,642000000.0,727000000.0,728000000.0,640000000.0,632000000.0
Other Gand A,370000000.0,308000000.0,285000000.0,326000000.0,319000000.0
Salaries And Wages,272000000.0,419000000.0,443000000.0,314000000.0,313000000.0
Gross Profit,6484000000.0,5222000000.0,4994000000.0,7482000000.0,5727000000.0
Cost Of Revenue,330000000.0,326000000.0,289000000.0,291000000.0,291000000.0
Total Revenue,6814000000.0,5548000000.0,5283000000.0,7773000000.0,6018000000.0
Operating Revenue,6809000000.0,5543000000.0,5273000000.0,7770000000.0,6014000000.0
