GradeDate,Firm,ToGrade,FromGrade,Action
2024-07-18 09:48:34,Redburn Atlantic,Neutral,Buy,down
2024-07-17 16:15:59,Keybanc,Overweight,Overweight,main
2024-06-27 11:46:02,Baird,Outperform,Outperform,main
2024-06-21 16:56:36,Cantor Fitzgerald,Overweight,Overweight,reit
2024-06-21 13:30:32,DA Davidson,Buy,,init
2024-06-12 16:56:28,Morgan Stanley,Overweight,Overweight,main
2024-05-29 14:32:21,Argus Research,Buy,Buy,main
2024-05-24 15:03:00,RBC Capital,Outperform,Outperform,reit
2024-05-22 17:47:37,Citigroup,Buy,Buy,main
2024-05-21 17:33:36,Macquarie,Neutral,Neutral,main
2024-05-21 17:24:34,Morgan Stanley,Overweight,Overweight,reit
2024-05-21 16:27:35,JMP Securities,Market Outperform,Market Outperform,reit
2024-05-21 15:10:03,Oppenheimer,Outperform,Outperform,main
2024-05-21 14:10:06,Wedbush,Outperform,Outperform,reit
2024-05-21 13:33:06,RBC Capital,Outperform,Outperform,main
2024-05-21 12:12:56,Susquehanna,Positive,Positive,main
2024-05-21 11:18:50,BMO Capital,Outperform,Outperform,main
2024-05-21 10:31:27,Needham,Buy,Buy,reit
2024-05-21 10:05:02,Bernstein,Outperform,Outperform,main
2024-05-16 17:35:14,JP Morgan,Overweight,Overweight,main
2024-05-16 09:46:20,Keybanc,Overweight,Overweight,main
2024-05-15 14:35:08,Morgan Stanley,Overweight,Overweight,reit
2024-05-14 17:27:43,JMP Securities,Market Outperform,Market Outperform,reit
2024-05-14 12:57:36,Evercore ISI Group,Outperform,Outperform,main
2024-04-18 11:02:45,Keybanc,Overweight,Overweight,main
2024-04-17 16:05:39,Cantor Fitzgerald,Overweight,Overweight,reit
2024-04-17 12:44:46,Oppenheimer,Outperform,Outperform,main
2024-03-19 10:08:41,Redburn Atlantic,Buy,Buy,main
2024-03-13 17:14:04,Stifel,Buy,Buy,reit
2024-02-26 13:34:49,Susquehanna,Positive,Positive,main
2024-02-21 18:40:46,Keybanc,Overweight,Overweight,main
2024-02-21 18:30:52,Wells Fargo,Overweight,Overweight,main
2024-02-21 17:14:26,Scotiabank,Sector Outperform,Sector Outperform,main
2024-02-21 17:05:55,JMP Securities,Market Outperform,Market Outperform,reit
2024-02-21 16:43:58,Northland Capital Markets,Market Perform,Outperform,down
2024-02-21 16:16:00,Goldman Sachs,Buy,Buy,main
2024-02-21 15:59:15,BMO Capital,Outperform,Outperform,main
2024-02-21 15:40:16,RBC Capital,Outperform,Outperform,main
2024-02-21 15:26:05,Barclays,Overweight,Overweight,main
2024-02-21 15:13:49,Oppenheimer,Outperform,Outperform,main
2024-02-21 14:35:21,Mizuho,Buy,Buy,main
2024-02-21 14:30:31,Cantor Fitzgerald,Overweight,Overweight,main
2024-02-21 14:08:25,Stifel,Buy,Buy,main
2024-02-21 13:52:09,Truist Securities,Buy,Buy,main
2024-02-21 13:00:06,Wedbush,Outperform,Outperform,main
2024-02-21 12:45:45,Needham,Buy,Buy,reit
2024-02-21 12:16:46,Rosenblatt,Neutral,Buy,down
2024-02-21 12:07:49,Loop Capital,Hold,Buy,down
2024-02-21 10:38:47,Piper Sandler,Neutral,Overweight,down
2024-02-20 14:32:13,Truist Securities,Buy,Buy,main
2024-02-16 18:53:38,Wells Fargo,Overweight,Overweight,main
2024-02-16 14:55:55,Wedbush,Outperform,Outperform,main
2024-02-13 14:03:24,Stifel,Buy,Buy,main
2024-02-13 13:44:36,Cantor Fitzgerald,Overweight,Overweight,reit
2024-02-12 14:17:53,Cantor Fitzgerald,Overweight,Overweight,main
2024-01-31 18:37:02,JMP Securities,Market Outperform,Market Outperform,main
2024-01-29 15:08:19,WestPark Capital,Hold,Buy,down
2024-01-26 20:07:02,Evercore ISI Group,Outperform,Outperform,main
2024-01-18 12:53:38,Keybanc,Overweight,Overweight,main
2024-01-16 19:14:01,Truist Securities,Buy,Buy,main
2024-01-12 17:43:33,Cantor Fitzgerald,Overweight,Overweight,reit
2024-01-10 18:05:16,Citigroup,Buy,Buy,main
2023-12-18 16:32:05,Raymond James,Market Perform,Outperform,down
2023-12-14 13:21:45,Wedbush,Outperform,Outperform,main
2023-12-11 16:03:58,JP Morgan,Overweight,Overweight,main
2023-11-21 15:36:06,Cantor Fitzgerald,Overweight,Overweight,reit
