GradeDate,Firm,ToGrade,FromGrade,Action
2024-06-10 10:27:07,Needham,Hold,,reit
2024-06-05 14:09:15,Piper Sandler,Neutral,Neutral,reit
2024-05-17 17:16:44,Barclays,Equal-Weight,Equal-Weight,main
2024-05-16 14:29:23,Wells Fargo,Equal-Weight,Equal-Weight,main
2024-05-16 13:49:26,Piper Sandler,Neutral,Neutral,reit
2024-05-16 13:38:51,Oppenheimer,Outperform,Outperform,main
2024-05-16 11:11:15,Needham,Hold,,reit
2024-05-13 09:13:42,Exane BNP Paribas,Neutral,Underperform,up
2024-04-15 10:09:41,B of A Securities,Buy,Neutral,up
2024-04-09 09:49:22,Deutsche Bank,Hold,Hold,main
2024-04-09 09:42:12,Needham,Hold,,reit
2024-03-20 11:58:40,Piper Sandler,Neutral,Neutral,reit
2024-02-15 13:36:56,Barclays,Equal-Weight,Equal-Weight,main
2024-02-15 13:09:30,Wells Fargo,Equal-Weight,,init
2024-02-12 15:43:18,UBS,Neutral,Neutral,main
2024-01-08 15:44:18,Melius Research,Hold,Buy,down
2023-11-17 18:25:21,DZ Bank,Hold,Buy,down
2023-11-16 18:41:36,Oppenheimer,Outperform,Outperform,main
2023-11-16 18:15:42,UBS,Neutral,Neutral,main
2023-11-16 15:48:44,Piper Sandler,Neutral,Neutral,main
2023-11-16 12:23:47,Rosenblatt,Neutral,Neutral,main
2023-10-30 09:29:12,Raymond James,Market Perform,Outperform,down
2023-09-22 15:33:13,Tigress Financial,Buy,Buy,main
2023-09-13 15:31:17,B of A Securities,Neutral,Neutral,main
2023-08-21 15:19:32,Deutsche Bank,Hold,Hold,main
2023-08-17 16:06:49,Evercore ISI Group,Outperform,Outperform,main
2023-08-17 15:58:13,Piper Sandler,Neutral,Neutral,main
2023-08-17 15:44:32,Jefferies,Buy,Buy,main
2023-08-17 13:49:29,Citigroup,Neutral,Neutral,main
2023-08-17 12:41:04,Morgan Stanley,Equal-Weight,Equal-Weight,main
2023-08-17 12:39:52,UBS,Neutral,Neutral,main
2023-08-17 11:59:55,Oppenheimer,Outperform,Outperform,reit
2023-08-17 11:21:44,Rosenblatt,Neutral,Neutral,main
2023-08-17 11:10:12,Raymond James,Outperform,Outperform,main
2023-08-17 10:56:04,Barclays,Equal-Weight,Equal-Weight,main
2023-07-20 10:02:12,Exane BNP Paribas,Underperform,,init
2023-07-19 10:17:26,JP Morgan,Overweight,Neutral,up
2023-07-12 10:29:47,B of A Securities,Neutral,Buy,down
2023-06-30 09:14:50,Citigroup,Neutral,,init
2023-06-09 15:21:44,JMP Securities,Market Perform,,main
2023-05-22 14:03:13,Deutsche Bank,Hold,Hold,main
2023-05-18 13:27:58,Piper Sandler,Neutral,Neutral,main
2023-05-18 12:07:20,Oppenheimer,Outperform,Outperform,reit
2023-05-18 11:58:36,Credit Suisse,Outperform,Outperform,main
2023-05-18 11:42:01,Raymond James,Outperform,Outperform,main
2023-05-18 09:45:33,Barclays,Equal-Weight,Equal-Weight,main
2023-03-17 08:57:07,Tigress Financial,Buy,,reit
2023-03-07 10:21:49,Goldman Sachs,Neutral,,init
2023-02-22 11:53:48,Deutsche Bank,Hold,,main
2023-02-17 11:40:25,DZ Bank,Buy,Hold,up
2023-02-16 14:36:45,Loop Capital,Buy,,main
2023-02-16 14:01:49,Piper Sandler,Neutral,,main
2023-02-16 13:53:29,UBS,Neutral,,main
2023-02-16 13:43:59,Cowen & Co.,Outperform,,main
2023-02-16 13:24:45,JP Morgan,Neutral,,main
2023-02-16 13:07:27,Credit Suisse,Outperform,,main
2023-02-16 13:00:55,Rosenblatt,Neutral,,main
2023-02-16 12:44:27,Wells Fargo,Equal-Weight,,main
2023-02-16 12:24:22,Raymond James,Outperform,,main
2023-02-16 11:57:03,Morgan Stanley,Equal-Weight,,main
2023-02-15 19:42:42,Barclays,Equal-Weight,Equal-Weight,main
2023-01-17 11:41:34,Piper Sandler,Neutral,,main
2022-12-13 13:01:20,Morgan Stanley,Equal-Weight,,main
2022-11-18 14:19:52,Deutsche Bank,Hold,,main
2022-11-17 14:28:41,Cowen & Co.,Outperform,,main
2022-11-17 13:15:16,Credit Suisse,Outperform,,main
2022-11-17 11:58:20,Rosenblatt,Neutral,,main
2022-09-22 11:21:30,Barclays,Equal-Weight,Overweight,down
2022-09-21 11:45:59,Barclays,Equal-Weight,Overweight,down
2022-08-19 12:26:55,Deutsche Bank,Hold,,main
2022-08-18 15:10:10,Cowen & Co.,Outperform,,main
2022-08-18 12:58:14,Morgan Stanley,Equal-Weight,,main
2022-08-18 12:08:26,Citigroup,Sell,,main
