,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.30975,0.27,0.192029,0.266,0.350453
Net Income From Continuing Operation Net Minority Interest,9571000.0,7876000.0,11251000.0,6523000.0,5957000.0
Reconciled Depreciation,2009000.0,2003000.0,2036000.0,2052000.0,2077000.0
Net Interest Income,33668000.0,30929000.0,28800000.0,27315000.0,27752000.0
Interest Expense,28029000.0,28301000.0,30037000.0,31089000.0,31533000.0
Interest Income,61697000.0,59230000.0,58837000.0,58404000.0,59285000.0
Normalized Income,9571000.0,7876000.0,11251000.0,6523000.0,5957000.0
Net Income From Continuing And Discontinued Operation,9571000.0,7876000.0,11251000.0,6523000.0,5957000.0
Diluted Average Shares,40204833.0,40922829.0,41029275.0,41088637.0,42002650.0
Basic Average Shares,40183613.0,40864529.0,40889355.0,41028213.0,41999541.0
Diluted EPS,0.24,0.19,0.27,0.16,0.14
Basic EPS,0.24,0.19,0.28,0.16,0.14
Diluted NI Availto Com Stockholders,9571000.0,7876000.0,11251000.0,6523000.0,5957000.0
Net Income Common Stockholders,9571000.0,7876000.0,11251000.0,6523000.0,5957000.0
Net Income,9571000.0,7876000.0,11251000.0,6523000.0,5957000.0
Net Income Including Noncontrolling Interests,9571000.0,7876000.0,11251000.0,6523000.0,5957000.0
Net Income Continuous Operations,9571000.0,7876000.0,11251000.0,6523000.0,5957000.0
Tax Provision,4295000.0,2920000.0,2674000.0,2364000.0,3214000.0
Pretax Income,13866000.0,10796000.0,13925000.0,8887000.0,9171000.0
Gain On Sale Of Security,1008000.0,0.0,68000.0,703000.0,189000.0
Selling General And Administration,14640000.0,12642000.0,12673000.0,12332000.0,14519000.0
Selling And Marketing Expense,294000.0,250000.0,287000.0,282000.0,482000.0
General And Administrative Expense,14346000.0,12392000.0,12386000.0,12050000.0,14037000.0
Insurance And Claims,618000.0,617000.0,625000.0,626000.0,649000.0
Salaries And Wages,13728000.0,11775000.0,11761000.0,11424000.0,13388000.0
Total Revenue,38922000.0,34813000.0,33287000.0,31807000.0,31546000.0
Operating Revenue,38922000.0,34813000.0,33287000.0,31807000.0,31546000.0
Occupancy And Equipment,3739000.0,3947000.0,3689000.0,3480000.0,3699000.0
Professional Expense And Contract Services Expense,903000.0,1072000.0,762000.0,943000.0,681000.0
Other Non Interest Expense,3741000.0,3671000.0,3753000.0,3472000.0,3991000.0
