,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.127259,0.125,0.160187,0.127,0.092449
Net Income From Continuing Operation Net Minority Interest,56832000.0,55339000.0,64349000.0,49187000.0,39925000.0
Reconciled Depreciation,7871000.0,7840000.0,16247000.0,3922000.0,3486000.0
Net Interest Income,133014000.0,130270000.0,134370000.0,131110000.0,128571000.0
Interest Expense,96721000.0,92248000.0,100272000.0,109973000.0,107810000.0
Interest Income,229735000.0,222518000.0,234642000.0,241083000.0,236381000.0
Normalized Income,56832000.0,55339000.0,64349000.0,49187000.0,39925000.0
Net Income From Continuing And Discontinued Operation,56832000.0,55339000.0,64349000.0,49187000.0,39925000.0
Diluted Average Shares,57772580.0,58242232.0,58247000.0,58289000.0,58328000.0
Basic Average Shares,57501593.0,57969053.0,58072727.0,57998810.0,58023529.0
Diluted EPS,0.98,0.94,1.1,0.84,0.68
Basic EPS,0.98,0.95,1.1,0.84,0.68
Diluted NI Availto Com Stockholders,56363000.0,54870000.0,63880000.0,48719000.0,39456000.0
Net Income Common Stockholders,56363000.0,54870000.0,63880000.0,48719000.0,39456000.0
Preferred Stock Dividends,469000.0,469000.0,469000.0,468000.0,469000.0
Net Income,56832000.0,55339000.0,64349000.0,49187000.0,39925000.0
Net Income Including Noncontrolling Interests,56832000.0,55339000.0,64349000.0,49187000.0,39925000.0
Net Income Continuous Operations,56832000.0,55339000.0,64349000.0,49187000.0,39925000.0
Tax Provision,8287000.0,7877000.0,12274000.0,7160000.0,4067000.0
Pretax Income,65119000.0,63216000.0,76623000.0,56347000.0,43992000.0
Gain On Sale Of Security,830000.0,397000.0,-9998000.0,-8378000.0,440000.0
Depreciation Amortization Depletion Income Statement,1505000.0,1526000.0,1771000.0,1772000.0,1771000.0
Depreciation And Amortization In Income Statement,1505000.0,1526000.0,1771000.0,1772000.0,1771000.0
Amortization,1505000.0,1526000.0,1771000.0,1772000.0,1771000.0
Amortization Of Intangibles Income Statement,1505000.0,1526000.0,1771000.0,1772000.0,1771000.0
Selling General And Administration,60076000.0,59983000.0,61763000.0,60779000.0,57265000.0
Selling And Marketing Expense,1997000.0,1353000.0,2582000.0,1836000.0,1773000.0
General And Administrative Expense,58079000.0,58630000.0,59181000.0,58943000.0,55492000.0
Insurance And Claims,3552000.0,3648000.0,3744000.0,3720000.0,3278000.0
Salaries And Wages,54527000.0,54982000.0,55437000.0,55223000.0,52214000.0
Total Revenue,164317000.0,160318000.0,157129000.0,155976000.0,159905000.0
Operating Revenue,164317000.0,160318000.0,157129000.0,155976000.0,159905000.0
Occupancy And Equipment,13772000.0,14224000.0,14363000.0,13943000.0,13345000.0
Professional Expense And Contract Services Expense,3741000.0,3261000.0,3777000.0,3035000.0,3822000.0
Other Non Interest Expense,14504000.0,13908000.0,14615000.0,15100000.0,15210000.0
