GradeDate,Firm,ToGrade,FromGrade,Action
2024-08-01 17:09:06,Cantor Fitzgerald,Overweight,,reit
2024-07-30 13:59:59,Cantor Fitzgerald,Overweight,,reit
2024-06-20 17:37:50,Cantor Fitzgerald,Overweight,,reit
2024-06-18 12:09:01,Cantor Fitzgerald,Overweight,,init
2023-05-10 11:55:49,EF Hutton,Buy,,reit
2023-04-20 12:43:48,EF Hutton,Buy,,reit
2023-03-03 15:44:47,Goldman Sachs,Neutral,,main
2023-03-03 14:37:04,Morgan Stanley,Underweight,,main
2023-03-03 14:14:48,EF Hutton,Buy,,reit
2023-01-24 13:55:22,Morgan Stanley,Underweight,,main
2022-10-13 12:36:02,Morgan Stanley,Underweight,,main
2022-08-08 13:37:24,Morgan Stanley,Underweight,,main
2022-07-20 11:43:42,Goldman Sachs,Neutral,,init
2022-07-15 15:02:50,Morgan Stanley,Underweight,,main
2022-04-12 13:58:00,Morgan Stanley,Underweight,,main
2022-02-23 13:24:01,Morgan Stanley,Underweight,,main
2022-02-11 13:36:57,EF Hutton,Buy,,init
2020-11-11 13:00:44,Morgan Stanley,Underweight,,main
2018-04-27 11:47:06,Stifel,Hold,Hold,main
2017-11-20 11:43:50,Deutsche Bank,Hold,,init
2017-10-06 13:29:07,Morgan Stanley,Underweight,,main
2016-10-31 04:00:00,Cowen & Co.,Outperform,Market Perform,up
