GradeDate,Firm,ToGrade,FromGrade,Action
2024-08-06 12:46:54,Truist Securities,Hold,Hold,main
2024-08-02 16:30:36,Goldman Sachs,Sell,Sell,main
2024-08-02 12:20:15,Susquehanna,Neutral,Neutral,main
2024-08-01 18:25:22,Citigroup,Buy,Buy,main
2024-08-01 18:02:52,Deutsche Bank,Buy,Buy,main
2024-08-01 17:46:20,Benchmark,Buy,Buy,main
2024-08-01 17:07:00,Evercore ISI Group,In-Line,In-Line,main
2024-08-01 15:49:01,Piper Sandler,Overweight,Overweight,reit
2024-08-01 14:17:07,Wells Fargo,Equal-Weight,Equal-Weight,main
2024-08-01 12:20:20,Baird,Outperform,Outperform,main
2024-08-01 11:04:32,B of A Securities,Neutral,Neutral,main
2024-07-19 14:51:54,Morgan Stanley,Overweight,Overweight,main
2024-07-16 10:04:16,Wolfe Research,Peer Perform,,init
2024-06-25 11:11:04,Wells Fargo,Equal-Weight,Equal-Weight,main
2024-06-17 11:59:25,Benchmark,Buy,Buy,reit
2024-06-17 10:36:24,Baird,Outperform,Outperform,main
2024-05-30 18:40:25,Jefferies,Hold,Hold,main
2024-05-06 12:50:21,Truist Securities,Hold,Hold,main
2024-05-02 18:03:06,TD Cowen,Hold,Hold,main
2024-05-02 17:19:57,Morgan Stanley,Overweight,Overweight,main
2024-05-02 14:52:21,Barclays,Overweight,Overweight,main
2024-05-02 13:40:44,Benchmark,Buy,Buy,reit
2024-05-02 12:07:29,Mizuho,Neutral,Neutral,main
2024-05-02 11:05:16,Baird,Outperform,Outperform,main
2024-04-18 12:26:03,Morgan Stanley,Overweight,Underweight,up
2024-04-10 16:51:29,Deutsche Bank,Buy,Buy,main
2024-04-04 13:09:32,Wells Fargo,Equal-Weight,Equal-Weight,main
2024-03-08 18:30:36,Argus Research,Buy,Buy,main
2024-02-29 14:34:34,Truist Securities,Hold,Hold,main
2024-02-29 13:52:08,Susquehanna,Neutral,Neutral,main
2024-02-28 18:26:10,UBS,Neutral,Neutral,main
2024-02-28 16:10:45,Barclays,Overweight,Overweight,main
2024-02-28 15:37:26,Piper Sandler,Overweight,Overweight,main
2024-02-28 14:14:48,BMO Capital,Market Perform,Market Perform,main
2024-02-28 14:12:17,Mizuho,Neutral,Neutral,main
2024-01-24 15:20:19,Wells Fargo,Equal-Weight,Equal-Weight,main
2024-01-09 11:10:43,BMO Capital,Market Perform,,init
2023-11-08 21:14:33,Morgan Stanley,Underweight,Underweight,main
2023-11-08 18:07:30,Benchmark,Buy,Buy,main
2023-11-08 15:26:25,Truist Securities,Hold,Hold,main
2023-11-08 14:43:04,Wells Fargo,Equal-Weight,Equal-Weight,main
2023-10-17 09:15:42,Stifel,Hold,,init
2023-07-27 19:26:12,B of A Securities,Neutral,Neutral,main
2023-07-27 16:09:28,Morgan Stanley,Underweight,Underweight,reit
2023-07-27 14:20:58,Benchmark,Buy,Buy,reit
2023-07-27 12:43:36,Credit Suisse,Outperform,Outperform,main
2023-07-27 11:51:43,Barclays,Overweight,Overweight,main
2023-07-25 15:29:07,Jefferies,Hold,Hold,main
2023-07-25 14:48:13,B of A Securities,Neutral,Neutral,main
2023-07-24 12:20:23,Credit Suisse,Outperform,Outperform,main
2023-07-10 15:55:56,Wells Fargo,Equal-Weight,Equal-Weight,main
2023-06-08 16:02:30,Wells Fargo,Equal-Weight,Equal-Weight,init
2023-04-27 14:06:13,Deutsche Bank,Buy,,main
2023-04-27 11:44:47,Morgan Stanley,Underweight,,main
2023-04-27 11:00:23,Mizuho,Neutral,,main
2023-04-27 10:40:36,Bernstein,Market Perform,,main
2023-04-27 09:47:31,Barclays,Overweight,,main
2023-04-25 11:41:08,Credit Suisse,Outperform,,main
2023-02-28 12:44:57,Morgan Stanley,Underweight,,main
2023-02-27 14:10:56,Susquehanna,Neutral,,main
2023-02-23 15:15:10,Cowen & Co.,Market Perform,,main
2023-02-23 14:48:42,Benchmark,Buy,,main
2023-02-23 13:53:36,Piper Sandler,Overweight,,main
2023-02-23 13:46:42,Credit Suisse,Outperform,,main
2023-02-23 11:36:30,UBS,Neutral,,main
2023-02-22 14:50:57,Cowen & Co.,Market Perform,,main
2023-02-21 12:32:18,Credit Suisse,Outperform,,main
2023-01-18 13:54:26,Morgan Stanley,Underweight,,main
2022-12-13 14:10:27,Citigroup,Neutral,,init
2022-11-15 12:51:58,MoffettNathanson,Market Perform,,init
2022-11-03 12:47:15,Benchmark,Buy,,main
2022-11-03 12:43:40,Morgan Stanley,Underweight,,main
2022-11-03 12:38:19,Credit Suisse,Outperform,,main
2022-11-03 12:03:20,Baird,Outperform,,main
2022-11-03 11:16:53,Barclays,Overweight,,main
2022-11-03 10:23:50,Piper Sandler,Overweight,,main
2022-10-26 11:34:55,Credit Suisse,Outperform,,main
2022-10-25 11:45:56,Morgan Stanley,Underweight,,main
2022-10-24 13:26:14,Truist Securities,Hold,,main
2022-10-06 13:11:31,Jefferies,Hold,,main
2022-10-03 13:36:02,B of A Securities,Neutral,,main
2022-08-04 14:17:09,Mizuho,Neutral,,main
2022-08-04 13:38:36,Morgan Stanley,Underweight,,main
2022-08-04 12:49:18,UBS,Neutral,,main
2022-08-04 12:40:04,Credit Suisse,Outperform,,main
2022-08-04 11:32:27,Barclays,Overweight,,main
2022-08-04 10:39:20,Piper Sandler,Overweight,,main
2022-08-01 10:25:03,Needham,Hold,,init
2022-07-28 12:38:59,Credit Suisse,Outperform,,main
2022-07-21 13:04:52,Deutsche Bank,Buy,,main
2022-07-15 12:59:23,Stifel,Buy,,main
2022-07-07 14:17:29,Evercore ISI Group,In-Line,,main
2022-07-05 11:35:15,Baird,Outperform,,main
2022-06-29 13:52:24,JP Morgan,Neutral,,main
2022-06-28 10:21:52,UBS,Neutral,Buy,down
2022-06-23 12:43:42,Morgan Stanley,Underweight,,init
2022-06-10 08:57:41,Goldman Sachs,Sell,Neutral,down
2022-06-01 10:15:03,JMP Securities,Market Perform,,reit
2022-05-24 09:48:53,Bernstein,Market Perform,,init
2022-05-17 14:17:33,UBS,Buy,,main
2022-05-06 11:47:26,Wells Fargo,Equal-Weight,,main
2022-05-06 11:13:06,Mizuho,Neutral,,main
2022-05-05 14:52:26,Deutsche Bank,Buy,,main
2022-05-05 14:17:56,Credit Suisse,Outperform,,main
2022-05-05 10:59:00,Piper Sandler,Overweight,,main
2022-05-02 13:12:45,Credit Suisse,Outperform,,main
2022-03-22 13:34:34,Argus Research,Buy,,main
2022-03-11 14:39:44,Benchmark,Buy,,main
2022-03-11 11:35:51,Piper Sandler,Overweight,,main
2022-02-25 13:03:19,Susquehanna,Neutral,,main
2022-02-24 18:04:23,Wells Fargo,Equal-Weight,,main
2022-02-24 15:54:59,Mizuho,Neutral,,main
2022-02-24 14:11:14,Benchmark,Buy,,main
2022-02-24 12:16:26,JP Morgan,Neutral,,main
2022-02-24 11:52:09,Piper Sandler,Overweight,,main
2022-02-22 11:56:20,Credit Suisse,Outperform,,main
2021-10-28 13:48:35,Barclays,Overweight,,main
2021-10-28 13:10:57,Credit Suisse,Outperform,,main
2021-10-28 08:30:21,Keybanc,Overweight,,main
2021-08-12 12:24:32,Benchmark,Buy,,main
2021-08-12 11:48:02,Credit Suisse,Outperform,,main
2021-08-09 12:33:28,Credit Suisse,Outperform,,main
2021-07-01 10:15:49,Piper Sandler,Overweight,,main
2021-05-03 11:41:42,BMO Capital,Market Perform,,main
2021-04-29 11:00:18,Susquehanna,Neutral,Positive,down
2021-04-29 10:53:56,Wedbush,Neutral,Outperform,down
2021-04-26 12:25:59,Credit Suisse,Outperform,,main
2021-04-01 11:41:09,Wolfe Research,Outperform,,init
2021-02-04 18:17:56,Piper Sandler,Overweight,,main
2021-02-04 18:12:16,Mizuho,Neutral,,main
2021-02-04 18:11:21,Deutsche Bank,Hold,,main
2021-02-04 18:04:08,Wedbush,Outperform,,main
2021-02-04 17:03:45,Stifel,Buy,,main
2021-02-04 14:06:34,Credit Suisse,Outperform,,main
2021-02-04 12:59:58,Morgan Stanley,Equal-Weight,,main
2021-02-04 10:07:20,Keybanc,Overweight,,main
2021-01-28 11:58:38,Deutsche Bank,Hold,Buy,down
2021-01-15 14:45:43,Morgan Stanley,Equal-Weight,,main
2020-10-29 15:57:23,Deutsche Bank,Buy,,main
2020-10-29 14:13:19,Benchmark,Buy,,main
2020-10-29 13:25:56,Piper Sandler,Overweight,,main
2020-10-29 11:51:12,Morgan Stanley,Equal-Weight,,main
2020-10-29 11:38:37,B of A Securities,Neutral,,main
2020-10-21 11:21:50,BMO Capital,Market Perform,,main
2020-10-15 11:37:49,Morgan Stanley,Equal-Weight,,main
2020-10-07 10:55:32,Benchmark,Buy,,main
2020-08-20 16:49:51,CFRA,Hold,Sell,up
2020-07-29 17:40:18,JP Morgan,Neutral,,main
2020-07-29 15:28:36,UBS,Neutral,,main
2020-07-29 14:38:18,Stifel,Buy,,main
2020-07-29 14:09:47,Credit Suisse,Outperform,,main
2020-07-29 12:33:10,Morgan Stanley,Equal-Weight,,main
2020-07-29 11:26:28,Barclays,Overweight,,main
2020-07-27 11:23:55,Benchmark,Buy,,main
2020-07-24 12:43:51,Credit Suisse,Outperform,,main
2020-07-22 14:22:30,Wells Fargo,Equal-Weight,,main
2020-07-22 08:57:56,Keybanc,Overweight,,main
2020-07-21 16:09:07,B of A Securities,Neutral,,main
2020-07-16 11:52:27,Morgan Stanley,Equal-Weight,,main
2020-06-26 09:50:54,Deutsche Bank,Buy,Hold,up
2020-06-10 09:15:14,Jefferies,Hold,Underperform,up
2020-06-09 10:17:13,Wells Fargo,Equal-Weight,Underweight,up
2020-06-08 13:02:10,RBC Capital,Sector Perform,,main
2020-06-05 14:17:57,Benchmark,Buy,,main
2020-06-05 14:00:07,SunTrust Robinson Humphrey,Hold,,main
2020-06-05 13:37:25,Morgan Stanley,Equal-Weight,,main
2020-06-05 12:25:04,Credit Suisse,Outperform,,main
2020-06-05 11:39:13,BMO Capital,Market Perform,Outperform,down
2020-04-30 16:09:37,SunTrust Robinson Humphrey,Hold,,main
2020-04-30 14:48:34,Susquehanna,Positive,,main
2020-04-30 14:08:59,BMO Capital,Outperform,,main
2020-04-30 13:32:17,UBS,Neutral,,main
2020-04-30 13:03:17,Credit Suisse,Outperform,,main
2020-04-30 12:41:29,Morgan Stanley,Equal-Weight,,main
2020-04-30 12:28:19,B of A Securities,Neutral,,reit
2020-04-28 13:08:31,Morgan Stanley,Equal-Weight,,main
2020-04-27 12:38:11,Deutsche Bank,Hold,,main
2020-04-27 09:11:41,Mizuho,Neutral,Underperform,up
2020-04-24 12:27:16,Credit Suisse,Outperform,,main
2020-04-24 08:56:39,Stifel,Buy,Hold,up
2020-04-06 11:20:17,Guggenheim,Buy,Neutral,up
2020-02-25 13:45:06,RBC Capital,Sector Perform,,main
2020-01-29 16:13:55,Canaccord Genuity,Hold,,main
2020-01-29 15:56:34,BMO Capital,Outperform,,main
2020-01-29 13:50:18,Wedbush,Neutral,,main
2020-01-29 12:52:22,RBC Capital,Sector Perform,,main
2020-01-29 12:31:12,B of A Securities,Neutral,,reit
2020-01-21 13:51:59,Morgan Stanley,Equal-Weight,,main
2020-01-17 12:38:18,Wells Fargo,Underweight,Equal-Weight,down
2020-01-09 14:04:13,Jefferies,Underperform,Hold,down
2019-12-02 12:34:17,Wells Fargo,Market Perform,,main
2019-10-24 15:40:04,UBS,Neutral,,main
2019-10-24 14:10:47,Deutsche Bank,Hold,,main
2019-10-24 13:03:09,Barclays,Overweight,,main
2019-10-24 13:00:14,Morgan Stanley,Equal-Weight,,main
2019-10-24 12:04:35,B of A Securities,Neutral,,reit
2019-10-24 11:46:07,Piper Sandler,Neutral,,main
2019-10-24 11:45:07,Raymond James,Market Perform,Outperform,down
2019-10-23 12:34:27,Benchmark,Buy,,reit
2019-10-15 11:50:26,Morgan Stanley,Equal-Weight,,main
2019-09-27 10:30:48,Wells Fargo,Market Perform,Outperform,down
2019-09-09 11:46:54,Citigroup,Buy,,main
2019-09-04 10:24:30,UBS,Neutral,Buy,down
2019-07-29 13:49:41,Keybanc,Overweight,,main
2019-07-18 14:31:34,Morgan Stanley,Equal-Weight,,main
2019-07-18 13:52:24,Canaccord Genuity,Hold,,main
2019-07-18 12:54:05,Piper Sandler,Neutral,,main
2019-07-18 12:43:36,Citigroup,Buy,,main
2019-07-18 12:38:46,Credit Suisse,Outperform,,main
2019-07-18 11:46:11,Raymond James,Outperform,,main
2019-07-15 13:39:16,Morgan Stanley,Equal-Weight,,main
2019-04-24 17:15:53,Morgan Stanley,Equal-Weight,,main
2019-04-24 14:53:07,UBS,Buy,Buy,main
2019-04-24 14:26:03,Stifel,Hold,Hold,main
2019-04-24 14:11:04,Baird,Outperform,Outperform,main
2019-04-24 13:42:48,Deutsche Bank,Buy,Buy,main
2019-04-24 13:09:54,Barclays,Overweight,Overweight,main
2019-04-24 12:57:25,BMO Capital,Outperform,Outperform,main
2019-04-24 12:37:37,Canaccord Genuity,Hold,Hold,main
2019-01-04 12:12:55,Goldman Sachs,Neutral,Buy,down
2018-12-21 14:12:36,Wells Fargo,Outperform,Outperform,main
2018-12-12 10:51:15,Morgan Stanley,Equal-Weight,Overweight,down
