,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.0
Normalized EBITDA,-62396000.0,-57873000.0,-57493000.0,-63859000.0,-66804000.0
Total Unusual Items,-3471000.0,,,,0.0
Total Unusual Items Excluding Goodwill,-3471000.0,,,,0.0
Net Income From Continuing Operation Net Minority Interest,-68919000.0,-61334000.0,-60327000.0,-66719000.0,-69646000.0
Reconciled Depreciation,2579000.0,2989000.0,2361000.0,2389000.0,2371000.0
EBITDA,-65867000.0,-57873000.0,-57493000.0,-63859000.0,-66804000.0
EBIT,-68446000.0,-60862000.0,-59854000.0,-66248000.0,-69175000.0
Net Interest Income,2230000.0,3054000.0,2367000.0,2705000.0,4066000.0
Interest Expense,473000.0,472000.0,473000.0,471000.0,471000.0
Interest Income,2703000.0,3526000.0,2840000.0,3176000.0,4537000.0
Normalized Income,-65448000.0,-61334000.0,-60327000.0,-66719000.0,-69646000.0
Net Income From Continuing And Discontinued Operation,-68919000.0,-61334000.0,-60327000.0,-66719000.0,-69646000.0
Total Expenses,67678000.0,64388000.0,62694000.0,69424000.0,73712000.0
Total Operating Income As Reported,-71149000.0,-64388000.0,-62694000.0,-69424000.0,-73712000.0
Diluted Average Shares,111019647.0,110093461.0,97530032.0,94158491.0,93746243.0
Basic Average Shares,111019647.0,110093461.0,97530032.0,94158491.0,93746243.0
Diluted EPS,-0.62,-0.56,-0.62,-0.71,-0.74
Basic EPS,-0.62,-0.56,-0.62,-0.71,-0.74
Diluted NI Availto Com Stockholders,-68919000.0,-61334000.0,-60327000.0,-66719000.0,-69646000.0
Net Income Common Stockholders,-68919000.0,-61334000.0,-60327000.0,-66719000.0,-69646000.0
Net Income,-68919000.0,-61334000.0,-60327000.0,-66719000.0,-69646000.0
Net Income Including Noncontrolling Interests,-68919000.0,-61334000.0,-60327000.0,-66719000.0,-69646000.0
Net Income Continuous Operations,-68919000.0,-61334000.0,-60327000.0,-66719000.0,-69646000.0
Pretax Income,-68919000.0,-61334000.0,-60327000.0,-66719000.0,-69646000.0
Other Income Expense,-3471000.0,,,,
Special Income Charges,-3471000.0,,,,0.0
Restructuring And Mergern Acquisition,3471000.0,,,,0.0
Net Non Operating Interest Income Expense,2230000.0,3054000.0,2367000.0,2705000.0,4066000.0
Interest Expense Non Operating,473000.0,472000.0,473000.0,471000.0,471000.0
Interest Income Non Operating,2703000.0,3526000.0,2840000.0,3176000.0,4537000.0
Operating Income,-67678000.0,-64388000.0,-62694000.0,-69424000.0,-73712000.0
Operating Expense,67678000.0,64388000.0,62694000.0,69424000.0,73712000.0
Research And Development,42658000.0,35942000.0,37357000.0,42315000.0,46345000.0
Selling General And Administration,25020000.0,28446000.0,25337000.0,27109000.0,27367000.0
General And Administrative Expense,25020000.0,28446000.0,25337000.0,27109000.0,27367000.0
Other Gand A,25020000.0,28446000.0,25337000.0,27109000.0,27367000.0
Total Revenue,0.0,0.0,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0,0.0,0.0
