quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,0.7898,0.07,0.72,10.282901
2025-03-31,-0.4838,0.08,-0.56,-7.0475
2024-12-31,0.7993,-0.16,0.96,5.9955997
2024-09-30,0.28121,-0.16,0.44,2.7576
