,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.044974,0.028226,0.035135,0.029557,0.072046,,
Net Income From Continuing Operation Net Minority Interest,361000000.0,241000000.0,357000000.0,394000000.0,322000000.0,,
Net Interest Income,361000000.0,354000000.0,368000000.0,387000000.0,379000000.0,,
Interest Expense,172000000.0,172000000.0,174000000.0,181000000.0,160000000.0,,
Interest Income,533000000.0,526000000.0,542000000.0,568000000.0,539000000.0,,
Normalized Income,361000000.0,241000000.0,357000000.0,394000000.0,322000000.0,,
Net Income From Continuing And Discontinued Operation,361000000.0,241000000.0,357000000.0,394000000.0,322000000.0,,
Diluted Average Shares,695000000.0,676000000.0,655000000.0,635000000.0,616000000.0,,
Basic Average Shares,695000000.0,676000000.0,655000000.0,635000000.0,616000000.0,,
Diluted EPS,0.52,0.36,0.55,0.62,0.52,,
Basic EPS,0.52,0.36,0.55,0.62,0.52,,
Diluted NI Availto Com Stockholders,361000000.0,241000000.0,357000000.0,394000000.0,322000000.0,,
Average Dilution Earnings,,,0.0,0.0,0.0,0.0,4000000.0
Net Income Common Stockholders,361000000.0,241000000.0,357000000.0,394000000.0,322000000.0,,
Net Income,361000000.0,241000000.0,357000000.0,394000000.0,322000000.0,,
Net Income Including Noncontrolling Interests,361000000.0,241000000.0,357000000.0,394000000.0,322000000.0,,
Net Income Continuous Operations,361000000.0,241000000.0,357000000.0,394000000.0,322000000.0,,
Tax Provision,17000000.0,7000000.0,13000000.0,12000000.0,25000000.0,,
Pretax Income,378000000.0,248000000.0,370000000.0,406000000.0,347000000.0,,
Gain On Sale Of Security,117000000.0,-92000000.0,-35000000.0,-19000000.0,-2000000.0,,
Operating Expense,29000000.0,26000000.0,23000000.0,26000000.0,25000000.0,,
Other Operating Expenses,16000000.0,14000000.0,13000000.0,14000000.0,14000000.0,,
Selling General And Administration,13000000.0,12000000.0,10000000.0,12000000.0,11000000.0,,
General And Administrative Expense,13000000.0,12000000.0,10000000.0,12000000.0,11000000.0,,
Total Revenue,407000000.0,274000000.0,393000000.0,432000000.0,372000000.0,,
Operating Revenue,407000000.0,274000000.0,393000000.0,432000000.0,372000000.0,,
