,2024-03-31,2023-12-31,2023-09-30,2023-06-30,2023-03-31,2022-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.394072,0.317525,0.1749,0.1991,0.230918,
Total Unusual Items,,,,,,0.0
Total Unusual Items Excluding Goodwill,,,,,,0.0
Net Income From Continuing Operation Net Minority Interest,-440980.0,-1177760.0,-29053.0,856641.0,992707.0,
Reconciled Depreciation,96169.0,128345.0,137886.0,95988.0,96181.0,
Net Interest Income,2651237.0,2937925.0,3217327.0,4293380.0,4524838.0,
Interest Expense,7409950.0,6628109.0,6072092.0,5113823.0,4492351.0,
Interest Income,10061187.0,9566034.0,9289419.0,9407203.0,9017189.0,
Normalized Income,-440980.0,-1177760.0,-29053.0,856641.0,992707.0,
Net Income From Continuing And Discontinued Operation,-440980.0,-1177760.0,-29053.0,856641.0,992707.0,
Diluted Average Shares,12852930.0,12766872.0,13037903.0,13081158.0,13055533.0,
Basic Average Shares,12852930.0,12766872.0,13037903.0,13079302.0,13013492.0,
Diluted EPS,-0.03,-0.09,-0.002228,0.07,0.08,
Basic EPS,-0.03,-0.09,-0.002228,0.07,0.08,
Diluted NI Availto Com Stockholders,-440980.0,-1177760.0,-29053.0,856641.0,992707.0,
Net Income Common Stockholders,-440980.0,-1177760.0,-29053.0,856641.0,992707.0,
Net Income,-440980.0,-1177760.0,-29053.0,856641.0,992707.0,
Net Income Including Noncontrolling Interests,-440980.0,-1177760.0,-29053.0,856641.0,992707.0,
Net Income Continuous Operations,-440980.0,-1177760.0,-29053.0,856641.0,992707.0,
Tax Provision,-286796.0,-547958.0,-125268.0,213007.0,298062.0,
Pretax Income,-727776.0,-1725718.0,-154321.0,1069648.0,1290769.0,
Special Income Charges,,,,,,0.0
Restructuring And Mergern Acquisition,,,,,,0.0
Selling General And Administration,2524962.0,3418021.0,2692254.0,2683776.0,2529006.0,
Selling And Marketing Expense,110100.0,95681.0,126000.0,96083.0,147300.0,
General And Administrative Expense,2414862.0,3322340.0,2566254.0,2587693.0,2381706.0,
Insurance And Claims,100597.0,98525.0,132571.0,127119.0,60000.0,
Salaries And Wages,2314265.0,3223815.0,2433683.0,2460574.0,2321706.0,
Total Revenue,2950315.0,3220471.0,3507061.0,4576856.0,4808117.0,
Operating Revenue,2950315.0,3220471.0,3507061.0,4576856.0,4808117.0,
