,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.252038,0.271831,0.26,0.27,0.253522
Normalized EBITDA,54566000.0,34528000.0,31611000.0,44345000.0,49279000.0
Net Income From Continuing Operation Net Minority Interest,29175000.0,16327000.0,15021000.0,24118000.0,28879000.0
Reconciled Depreciation,12291000.0,10580000.0,10112000.0,9927000.0,9329000.0
Reconciled Cost Of Revenue,220910000.0,193081000.0,177781000.0,186807000.0,191224000.0
EBITDA,54566000.0,34528000.0,31611000.0,44345000.0,49279000.0
EBIT,42275000.0,23948000.0,21499000.0,34418000.0,39950000.0
Net Interest Income,-3269000.0,-1526000.0,-1216000.0,-1427000.0,-1263000.0
Interest Expense,3269000.0,1526000.0,1216000.0,1427000.0,1263000.0
Normalized Income,29175000.0,16327000.0,15021000.0,24118000.0,28879000.0
Net Income From Continuing And Discontinued Operation,29175000.0,16327000.0,15021000.0,24118000.0,28879000.0
Total Expenses,251939000.0,220743000.0,205142000.0,213284000.0,216088000.0
Total Operating Income As Reported,41333000.0,24575000.0,21063000.0,33745000.0,39791000.0
Diluted Average Shares,20810562.0,20848118.0,20875387.0,20860418.0,20914085.0
Basic Average Shares,20717485.0,20728528.0,20766764.0,20757397.0,20816479.0
Diluted EPS,1.4,0.78,0.72,1.16,1.38
Basic EPS,1.41,0.79,0.72,1.16,1.39
Diluted NI Availto Com Stockholders,29175000.0,16327000.0,15021000.0,24118000.0,28879000.0
Net Income Common Stockholders,29175000.0,16327000.0,15021000.0,24118000.0,28879000.0
Net Income,29175000.0,16327000.0,15021000.0,24118000.0,28879000.0
Net Income Including Noncontrolling Interests,29175000.0,16327000.0,15021000.0,24118000.0,28879000.0
Net Income Continuous Operations,29175000.0,16327000.0,15021000.0,24118000.0,28879000.0
Tax Provision,9831000.0,6095000.0,5262000.0,8873000.0,9808000.0
Pretax Income,39006000.0,22422000.0,20283000.0,32991000.0,38687000.0
Other Income Expense,942000.0,-627000.0,436000.0,673000.0,159000.0
Other Non Operating Income Expenses,942000.0,-627000.0,436000.0,673000.0,159000.0
Net Non Operating Interest Income Expense,-3269000.0,-1526000.0,-1216000.0,-1427000.0,-1263000.0
Interest Expense Non Operating,3269000.0,1526000.0,1216000.0,1427000.0,1263000.0
Operating Income,41333000.0,24575000.0,21063000.0,33745000.0,39791000.0
Operating Expense,31029000.0,27662000.0,27361000.0,26477000.0,24864000.0
Selling General And Administration,31029000.0,27662000.0,27361000.0,26477000.0,24864000.0
Gross Profit,72362000.0,52237000.0,48424000.0,60222000.0,64655000.0
Cost Of Revenue,220910000.0,193081000.0,177781000.0,186807000.0,191224000.0
Total Revenue,293272000.0,245318000.0,226205000.0,247029000.0,255879000.0
Operating Revenue,289918000.0,241912000.0,223142000.0,243857000.0,252455000.0
