,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.15028,0.2,0.192,0.37226,0.381974
Net Income From Continuing Operation Net Minority Interest,18382000.0,15399000.0,15431000.0,12057000.0,9648000.0
Reconciled Depreciation,1915000.0,1952000.0,1984000.0,2030000.0,2216000.0
Net Interest Income,45458000.0,43840000.0,42230000.0,40824000.0,40324000.0
Interest Expense,54220000.0,54335000.0,55392000.0,56043000.0,54671000.0
Interest Income,99678000.0,98175000.0,97622000.0,96867000.0,94995000.0
Normalized Income,18382000.0,15399000.0,15431000.0,12057000.0,9648000.0
Net Income From Continuing And Discontinued Operation,18382000.0,15399000.0,15431000.0,12057000.0,9648000.0
Diluted Average Shares,130081065.0,130025900.0,129973000.0,129918000.0,129866000.0
Basic Average Shares,130081065.0,130025900.0,129973000.0,129918000.0,129866000.0
Diluted EPS,0.14,0.12,0.12,0.09,0.07
Basic EPS,0.14,0.12,0.12,0.09,0.07
Diluted NI Availto Com Stockholders,18360000.0,15381000.0,15413000.0,12045000.0,9638000.0
Net Income Common Stockholders,18360000.0,15381000.0,15413000.0,12045000.0,9638000.0
Otherunder Preferred Stock Dividend,22000.0,18000.0,18000.0,12000.0,10000.0
Net Income,18382000.0,15399000.0,15431000.0,12057000.0,9648000.0
Net Income Including Noncontrolling Interests,18382000.0,15399000.0,15431000.0,12057000.0,9648000.0
Net Income Continuous Operations,18382000.0,15399000.0,15431000.0,12057000.0,9648000.0
Tax Provision,3251000.0,3854000.0,3667000.0,7150000.0,5963000.0
Pretax Income,21633000.0,19253000.0,19098000.0,19207000.0,15611000.0
Gain On Sale Of Security,0.0,0.0,0.0,0.0,0.0
Selling General And Administration,17802000.0,16793000.0,16092000.0,15253000.0,15610000.0
Selling And Marketing Expense,1453000.0,760000.0,822000.0,1054000.0,951000.0
General And Administrative Expense,16349000.0,16033000.0,15270000.0,14199000.0,14659000.0
Insurance And Claims,1072000.0,1095000.0,1038000.0,1113000.0,1352000.0
Salaries And Wages,15277000.0,14938000.0,14232000.0,13086000.0,13307000.0
Total Revenue,50031000.0,47914000.0,46332000.0,45026000.0,44307000.0
Operating Revenue,50031000.0,47914000.0,46332000.0,45026000.0,44307000.0
Occupancy And Equipment,3270000.0,3502000.0,3333000.0,3442000.0,3263000.0
Other Non Interest Expense,7777000.0,8366000.0,7132000.0,7761000.0,8351000.0
