,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,1142516.405136,-91446.833152,-301354.72568,1117901.489175,82150.127185,,
Tax Rate For Calcs,0.048502,0.073688,0.078193,0.146552,0.147222,,
Normalized EBITDA,196741000.0,192907000.0,193447000.0,319410000.0,219566000.0,,
Total Unusual Items,23556000.0,-1241000.0,-3854000.0,7628000.0,558000.0,,
Total Unusual Items Excluding Goodwill,23556000.0,-1241000.0,-3854000.0,7628000.0,558000.0,,
Net Income From Continuing Operation Net Minority Interest,21708000.0,9055000.0,15845000.0,131334000.0,48181000.0,,
Reconciled Depreciation,120945000.0,114300000.0,109091000.0,107554000.0,103361000.0,,
Reconciled Cost Of Revenue,177993000.0,183979000.0,174592000.0,150014000.0,170342000.0,,
EBITDA,220297000.0,191666000.0,189593000.0,327038000.0,220124000.0,,
EBIT,99352000.0,77366000.0,80502000.0,219484000.0,116763000.0,,
Net Interest Income,-68141000.0,-59304000.0,-52994000.0,-50995000.0,-51358000.0,,
Interest Expense,72013000.0,63551000.0,58812000.0,59664000.0,55828000.0,,
Interest Income,3872000.0,4247000.0,5818000.0,8669000.0,4470000.0,,
Normalized Income,-705483.594864,10204553.166848,19397645.27432,124823901.489175,47705150.127185,,
Net Income From Continuing And Discontinued Operation,21708000.0,9055000.0,15845000.0,131334000.0,48181000.0,,
Total Expenses,429719000.0,410903000.0,402452000.0,372034000.0,382419000.0,,
Total Operating Income As Reported,72701000.0,71889000.0,76133000.0,191080000.0,105683000.0,,
Diluted Average Shares,,93179447.0,,90605188.0,90658491.0,90750000.0,
Basic Average Shares,,89230000.0,,90484138.0,90658491.0,90750000.0,
Diluted EPS,,0.1,,1.45,0.53,0.52,
Basic EPS,,0.1,,1.45,0.53,0.52,
Diluted NI Availto Com Stockholders,21576000.0,8923000.0,15713000.0,131202000.0,48049000.0,,
Net Income Common Stockholders,21576000.0,8923000.0,15713000.0,131202000.0,48049000.0,,
Preferred Stock Dividends,132000.0,132000.0,132000.0,132000.0,132000.0,,
Net Income,21708000.0,9055000.0,15845000.0,131334000.0,48181000.0,,
Minority Interests,-4305000.0,-3742000.0,-4149000.0,-5064000.0,-3783000.0,,
Net Income Including Noncontrolling Interests,26013000.0,12797000.0,19994000.0,136398000.0,51964000.0,,
Net Income Continuous Operations,26013000.0,12797000.0,19994000.0,136398000.0,51964000.0,,
Tax Provision,1326000.0,1018000.0,1696000.0,23422000.0,8971000.0,,
Pretax Income,27339000.0,13815000.0,21690000.0,159820000.0,60935000.0,,
Other Income Expense,22779000.0,1230000.0,172000.0,13593000.0,6610000.0,,
Other Non Operating Income Expenses,-777000.0,2471000.0,4026000.0,5965000.0,6052000.0,,
Special Income Charges,0.0,0.0,1621000.0,-6142000.0,0.0,,
Other Special Charges,,,,,,4459000.0,
Restructuring And Mergern Acquisition,,,-1621000.0,6142000.0,,,65877000.0
Gain On Sale Of Security,23556000.0,-1241000.0,-5475000.0,13770000.0,558000.0,,
Net Non Operating Interest Income Expense,-68141000.0,-59304000.0,-52994000.0,-50995000.0,-51358000.0,,
Interest Expense Non Operating,72013000.0,63551000.0,58812000.0,59664000.0,55828000.0,,
Interest Income Non Operating,3872000.0,4247000.0,5818000.0,8669000.0,4470000.0,,
Operating Income,72701000.0,71889000.0,74512000.0,197222000.0,105683000.0,,
Operating Expense,236016000.0,217175000.0,218694000.0,211866000.0,203129000.0,,
Other Operating Expenses,,,26905000.0,23660000.0,,,25982000.0
Other Taxes,28329000.0,26350000.0,24596000.0,25966000.0,24084000.0,,
Depreciation Amortization Depletion Income Statement,105235000.0,104551000.0,99925000.0,97400000.0,94413000.0,,
Depreciation And Amortization In Income Statement,105235000.0,104551000.0,99925000.0,97400000.0,94413000.0,,
Selling General And Administration,102452000.0,86274000.0,67268000.0,64840000.0,84632000.0,,
Selling And Marketing Expense,26461000.0,25505000.0,,,25051000.0,22764000.0,
General And Administrative Expense,75991000.0,60769000.0,67268000.0,64840000.0,59581000.0,,
Other Gand A,75991000.0,60769000.0,67268000.0,64840000.0,59581000.0,,
Gross Profit,308717000.0,289064000.0,293206000.0,409088000.0,308812000.0,,
Cost Of Revenue,193703000.0,193728000.0,183758000.0,160168000.0,179290000.0,,
Total Revenue,502420000.0,482792000.0,476964000.0,569256000.0,488102000.0,,
Operating Revenue,502420000.0,482792000.0,476964000.0,569256000.0,488102000.0,,
