quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,-0.5659,-0.39,-0.18,-0.45099998
2025-03-31,-0.5084,-0.29,-0.22,-0.7531
2024-12-31,-0.23201,-0.07,-0.16,-2.3144
2024-09-30,-0.8138,-0.94,0.13,0.13430001
