quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,0.6484,0.29233,0.36,1.218
2025-03-31,0.652,0.317,0.34,1.0568
2024-12-31,0.562,0.228,0.33,1.4649
2024-09-30,0.2462,0.176,0.07,0.3989
