,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.0,0.21,0.21,0.0,
Normalized EBITDA,3358314.0,3099437.0,1853970.0,1738363.0,1513743.0,
Net Income From Continuing Operation Net Minority Interest,3358314.0,3099437.0,1853970.0,1738363.0,1513743.0,
Reconciled Cost Of Revenue,1772352.0,336159.0,566134.0,465435.0,0.0,
EBITDA,3358314.0,3099437.0,1853970.0,1738363.0,1513743.0,
EBIT,3358314.0,3099437.0,1853970.0,1738363.0,1513743.0,
Normalized Income,3358314.0,3099437.0,1853970.0,1738363.0,1513743.0,
Net Income From Continuing And Discontinued Operation,3358314.0,3099437.0,1853970.0,1738363.0,1513743.0,
Total Expenses,3394365.0,1859086.0,1763936.0,1482567.0,465833.0,
Diluted Average Shares,13259762.0,11221016.0,6846122.0,6825905.0,6889031.0,
Basic Average Shares,13235823.0,11208015.0,6801152.0,6800500.0,6889031.0,
Diluted EPS,0.25,0.27,0.27,0.25,0.219732,
Basic EPS,0.25,0.27,0.27,0.26,0.219732,
Diluted NI Availto Com Stockholders,3358314.0,3099437.0,1827879.0,1738363.0,1513743.0,
Net Income Common Stockholders,3358314.0,3099437.0,1827879.0,1738363.0,1513743.0,
Net Income,3358314.0,3099437.0,1853970.0,1738363.0,1513743.0,
Net Income Including Noncontrolling Interests,3358314.0,3099437.0,1853970.0,1738363.0,1513743.0,
Net Income Continuous Operations,3358314.0,3099437.0,1853970.0,1738363.0,1513743.0,
Tax Provision,0.0,0.0,,,0.0,0.0
Pretax Income,3358314.0,3099437.0,1853970.0,1738363.0,1513743.0,
Other Income Expense,,,,-422238.0,,-502361.0
Other Non Operating Income Expenses,,,,-422238.0,,-502361.0
Operating Income,3358314.0,3099437.0,1853970.0,1738363.0,1513743.0,
Operating Expense,1622013.0,1522927.0,1197802.0,1017132.0,465833.0,
Provision For Doubtful Accounts,468493.0,117648.0,15853.0,-47527.0,71854.0,
Selling General And Administration,1153520.0,1405279.0,1181949.0,1064659.0,393979.0,
General And Administrative Expense,1153520.0,1405279.0,1181949.0,1064659.0,393979.0,
Other Gand A,894454.0,1161658.0,1003684.0,904520.0,393979.0,
Salaries And Wages,259066.0,243621.0,178265.0,160139.0,0.0,
Gross Profit,4980327.0,4622364.0,3051772.0,2755495.0,1979576.0,
Cost Of Revenue,1772352.0,336159.0,566134.0,465435.0,0.0,
Total Revenue,6752679.0,4958523.0,3617906.0,3220930.0,1979576.0,
Operating Revenue,6752679.0,4958523.0,3617906.0,3220930.0,1979576.0,
