,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.21362,0.19,0.21,0.209796,0.209156
Net Income From Continuing Operation Net Minority Interest,21513000.0,21021000.0,22426000.0,18215000.0,19953000.0
Reconciled Depreciation,5947000.0,5554000.0,5309000.0,4959000.0,4979000.0
Net Interest Income,74994000.0,72049000.0,68328000.0,68715000.0,69273000.0
Interest Expense,116413000.0,113903000.0,118440000.0,119801000.0,115633000.0
Interest Income,191407000.0,185952000.0,186768000.0,188516000.0,184906000.0
Normalized Income,21513000.0,21021000.0,22426000.0,18215000.0,19953000.0
Net Income From Continuing And Discontinued Operation,21513000.0,21021000.0,22426000.0,18215000.0,19953000.0
Diluted Average Shares,279873274.0,279719382.0,279578652.0,279404704.0,279221360.0
Basic Average Shares,278832875.0,278729388.0,278538110.0,278399318.0,278291376.0
Diluted EPS,0.08,0.07,0.08,0.06,0.07
Basic EPS,0.08,0.07,0.08,0.06,0.07
Diluted NI Availto Com Stockholders,21150000.0,20661000.0,22073000.0,17879000.0,19610000.0
Net Income Common Stockholders,21150000.0,20661000.0,22073000.0,17879000.0,19610000.0
Otherunder Preferred Stock Dividend,363000.0,360000.0,353000.0,336000.0,343000.0
Net Income,21513000.0,21021000.0,22426000.0,18215000.0,19953000.0
Net Income Including Noncontrolling Interests,21513000.0,21021000.0,22426000.0,18215000.0,19953000.0
Net Income Continuous Operations,21513000.0,21021000.0,22426000.0,18215000.0,19953000.0
Tax Provision,5844000.0,5508000.0,5964000.0,4836000.0,5277000.0
Pretax Income,27357000.0,26529000.0,28390000.0,23051000.0,25230000.0
Selling General And Administration,36980000.0,35971000.0,33845000.0,35176000.0,34970000.0
Selling And Marketing Expense,5810000.0,4632000.0,3654000.0,5334000.0,4867000.0
General And Administrative Expense,31170000.0,31339000.0,30191000.0,29842000.0,30103000.0
Insurance And Claims,3519000.0,3673000.0,3585000.0,3522000.0,3258000.0
Salaries And Wages,27651000.0,27666000.0,26606000.0,26320000.0,26845000.0
Total Revenue,82042000.0,79117000.0,74831000.0,75135000.0,75518000.0
Operating Revenue,82042000.0,79117000.0,74831000.0,75135000.0,75518000.0
Occupancy And Equipment,7653000.0,7617000.0,6844000.0,7158000.0,7008000.0
Other Non Interest Expense,8552000.0,7500000.0,7252000.0,8750000.0,8810000.0
