GradeDate,Firm,ToGrade,FromGrade,Action
2023-05-03 09:52:07,Morgan Stanley,Equal-Weight,Underweight,up
2022-10-31 11:39:41,Craig-Hallum,Buy,,init
2021-06-21 10:08:07,B. Riley Securities,Buy,,init
2021-01-22 10:59:28,Morgan Stanley,Underweight,Equal-Weight,down
2020-06-15 12:25:10,Morgan Stanley,Equal-Weight,,main
2020-04-27 12:09:34,Morgan Stanley,Equal-Weight,,main
2018-08-09 11:17:51,Chardan Capital,Neutral,Buy,down
2018-04-11 11:11:59,Morgan Stanley,Equal-Weight,,init
2017-02-24 12:25:48,Chardan Capital,Buy,Neutral,up
2016-06-13 09:38:38,Chardan Capital,Neutral,Buy,down
2013-10-25 12:48:10,Chardan Capital,Buy,,init
2012-10-09 10:57:00,Dominick & Dominick,Neutral,,init
