,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,169454301.975226,-27813000.0,-416833922.261484,39117000.0,234900000.0,,
Tax Rate For Calcs,0.222966,0.219,0.272085,0.177,0.27,,
Normalized EBITDA,4799000000.0,6056000000.0,4865000000.0,4169000000.0,4225000000.0,,
Total Unusual Items,760000000.0,-127000000.0,-1532000000.0,221000000.0,870000000.0,,
Total Unusual Items Excluding Goodwill,760000000.0,-127000000.0,-1532000000.0,221000000.0,870000000.0,,
Net Income From Continuing Operation Net Minority Interest,2279000000.0,2364000000.0,595000000.0,1391000000.0,1943000000.0,,
Reconciled Depreciation,1391000000.0,1408000000.0,1384000000.0,1317000000.0,1273000000.0,,
Reconciled Cost Of Revenue,9947000000.0,12359000000.0,10876000000.0,10383000000.0,6755000000.0,,
EBITDA,5559000000.0,5929000000.0,3333000000.0,4390000000.0,5095000000.0,,
EBIT,4168000000.0,4521000000.0,1949000000.0,3073000000.0,3822000000.0,,
Net Interest Income,-1181000000.0,-1334000000.0,-1118000000.0,-1314000000.0,-1082000000.0,,
Interest Expense,1181000000.0,1334000000.0,1100000000.0,1314000000.0,1082000000.0,,
Normalized Income,1688454301.975226,2463187000.0,1710166077.738516,1209117000.0,1307900000.0,,
Net Income From Continuing And Discontinued Operation,2279000000.0,2364000000.0,595000000.0,1391000000.0,1943000000.0,,
Total Expenses,12257000000.0,14830000000.0,13580000000.0,12664000000.0,9063000000.0,,
Total Operating Income As Reported,2289000000.0,3672000000.0,2447000000.0,2218000000.0,2273000000.0,,
Diluted Average Shares,,2185000000.0,,2180000000.0,2139000000.0,2128000000.0,
Basic Average Shares,,2179000000.0,,2177000000.0,2137000000.0,2126000000.0,
Diluted EPS,,1.03,,0.59,0.86,0.67,
Basic EPS,,1.04,,0.59,0.86,0.67,
Diluted NI Availto Com Stockholders,2177000000.0,2261000000.0,493000000.0,1293000000.0,1848000000.0,,
Net Income Common Stockholders,2177000000.0,2261000000.0,493000000.0,1293000000.0,1848000000.0,,
Preferred Stock Dividends,102000000.0,103000000.0,102000000.0,98000000.0,95000000.0,,
Net Income,2279000000.0,2364000000.0,595000000.0,1391000000.0,1943000000.0,,
Minority Interests,-42000000.0,-126000000.0,-23000000.0,-56000000.0,-58000000.0,,
Net Income Including Noncontrolling Interests,2321000000.0,2490000000.0,618000000.0,1447000000.0,2001000000.0,,
Net Income Continuous Operations,2321000000.0,2490000000.0,618000000.0,1447000000.0,2001000000.0,,
Tax Provision,666000000.0,697000000.0,231000000.0,312000000.0,739000000.0,,
Pretax Income,2987000000.0,3187000000.0,849000000.0,1759000000.0,2740000000.0,,
Other Income Expense,1549000000.0,849000000.0,-670000000.0,855000000.0,1549000000.0,,
Other Non Operating Income Expenses,279000000.0,247000000.0,222000000.0,155000000.0,190000000.0,,
Special Income Charges,-330000000.0,,-190000000.0,0.0,1091000000.0,,-419000000.0
Gain On Sale Of Ppe,,,,,,,0.0
Gain On Sale Of Business,0.0,,0.0,0.0,1091000000.0,,
Impairment Of Capital Assets,330000000.0,,,,,,
Restructuring And Mergern Acquisition,,,,,,,0.0
Earnings From Equity Interest,510000000.0,729000000.0,640000000.0,479000000.0,489000000.0,,
Gain On Sale Of Security,1090000000.0,-127000000.0,-1342000000.0,221000000.0,-221000000.0,,
Net Non Operating Interest Income Expense,-1181000000.0,-1334000000.0,-1118000000.0,-1314000000.0,-1082000000.0,,
Interest Expense Non Operating,1181000000.0,1334000000.0,1100000000.0,1314000000.0,1082000000.0,,
Operating Income,2619000000.0,3672000000.0,2637000000.0,2218000000.0,2273000000.0,,
Operating Expense,2310000000.0,2471000000.0,2704000000.0,2281000000.0,2308000000.0,,
Other Operating Expenses,2310000000.0,2471000000.0,2704000000.0,2281000000.0,2308000000.0,,
Selling General And Administration,,,,,-48000000.0,-41000000.0,-34000000.0
General And Administrative Expense,,,,,-48000000.0,-41000000.0,-34000000.0
Salaries And Wages,,,,,-48000000.0,-41000000.0,-34000000.0
Gross Profit,4929000000.0,6143000000.0,5341000000.0,4499000000.0,4581000000.0,,
Cost Of Revenue,9947000000.0,12359000000.0,10876000000.0,10383000000.0,6755000000.0,,
Total Revenue,14876000000.0,18502000000.0,16217000000.0,14882000000.0,11336000000.0,,
Operating Revenue,14876000000.0,18502000000.0,16217000000.0,14882000000.0,11336000000.0,,
