,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.087252,0.100228,0.119173,0.090876,0.094987
Normalized EBITDA,31974000.0,32700000.0,55563000.0,29646000.0,25885000.0
Net Income From Continuing Operation Net Minority Interest,33695000.0,34311000.0,33009000.0,32743000.0,27964000.0
Reconciled Cost Of Revenue,60706000.0,58074000.0,59161000.0,56484000.0,51447000.0
EBITDA,31974000.0,32700000.0,55563000.0,29646000.0,25885000.0
EBIT,31974000.0,32700000.0,55563000.0,29646000.0,25885000.0
Net Interest Income,4942000.0,5433000.0,6138000.0,6370000.0,5014000.0
Interest Income,4942000.0,5433000.0,7847000.0,6370000.0,5014000.0
Normalized Income,33695000.0,34311000.0,33009000.0,32743000.0,27964000.0
Net Income From Continuing And Discontinued Operation,33695000.0,34311000.0,33009000.0,32743000.0,27964000.0
Total Expenses,91343000.0,85938000.0,85993000.0,82694000.0,76706000.0
Total Operating Income As Reported,31974000.0,32700000.0,31300000.0,29646000.0,25885000.0
Diluted Average Shares,49327000.0,49286000.0,49503000.0,49437000.0,49310000.0
Basic Average Shares,45682000.0,45561000.0,45428000.0,46016000.0,45246000.0
Diluted EPS,0.69,0.7,0.67,0.67,0.57
Basic EPS,0.74,0.75,0.73,0.71,0.62
Diluted NI Availto Com Stockholders,33695000.0,34311000.0,34103000.0,32743000.0,27964000.0
Net Income Common Stockholders,33695000.0,34311000.0,33009000.0,32743000.0,27964000.0
Net Income,33695000.0,34311000.0,33009000.0,32743000.0,27964000.0
Net Income Including Noncontrolling Interests,33695000.0,34311000.0,33009000.0,32743000.0,27964000.0
Net Income Continuous Operations,33695000.0,34311000.0,33009000.0,32743000.0,27964000.0
Tax Provision,3221000.0,3822000.0,4466000.0,3273000.0,2935000.0
Pretax Income,36916000.0,38133000.0,37475000.0,36016000.0,30899000.0
Net Non Operating Interest Income Expense,4942000.0,5433000.0,6138000.0,6370000.0,5014000.0
Interest Income Non Operating,4942000.0,5433000.0,7847000.0,6370000.0,5014000.0
Operating Income,31974000.0,32700000.0,31300000.0,29646000.0,25885000.0
Operating Expense,30637000.0,27864000.0,26832000.0,26210000.0,25259000.0
Research And Development,11474000.0,10362000.0,10371000.0,9770000.0,9196000.0
Selling General And Administration,19163000.0,17502000.0,16461000.0,16440000.0,16063000.0
Gross Profit,62611000.0,60564000.0,58132000.0,55856000.0,51144000.0
Cost Of Revenue,60706000.0,58074000.0,59161000.0,56484000.0,51447000.0
Total Revenue,123317000.0,118638000.0,117293000.0,112340000.0,102591000.0
Operating Revenue,123317000.0,118638000.0,117293000.0,112340000.0,102591000.0
