,2024-09-30,2024-06-30,2024-03-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.0
Normalized EBITDA,-2427814.0,-2299595.0,-2440868.0,-1993930.0,-3038440.0
Total Unusual Items,-25085.0,-3692.0,-2880.0,,
Total Unusual Items Excluding Goodwill,-25085.0,-3692.0,-2880.0,,
Net Income From Continuing Operation Net Minority Interest,-2462870.0,-2305090.0,-2450833.0,-2012885.0,-3050586.0
Reconciled Depreciation,0.0,0.0,0.0,4785.0,11303.0
EBITDA,-2452899.0,-2303287.0,-2443748.0,-1993930.0,-3038440.0
EBIT,-2452899.0,-2303287.0,-2443748.0,-1998715.0,-3049743.0
Net Interest Income,-505.0,4602.0,12150.0,36443.0,58111.0
Interest Expense,9971.0,1803.0,7085.0,14170.0,843.0
Interest Income,9466.0,6405.0,19235.0,50613.0,58954.0
Normalized Income,-2437785.0,-2301398.0,-2447953.0,-2012885.0,-3050586.0
Net Income From Continuing And Discontinued Operation,-2462870.0,-2305090.0,-2450833.0,-2012885.0,-3050586.0
Total Expenses,2437280.0,2306000.0,2460103.0,2094446.0,3109318.0
Total Operating Income As Reported,-2437280.0,-2306000.0,-2460103.0,-2094446.0,-3109318.0
Diluted Average Shares,6528064.0,4529045.0,3496078.0,2356065.0,2024766.0
Basic Average Shares,6528064.0,4529045.0,3496078.0,2356065.0,2024766.0
Diluted EPS,-0.38,-0.51,-0.7,-0.85,-1.51
Basic EPS,-0.38,-0.51,-0.7,-0.85,-1.51
Diluted NI Availto Com Stockholders,-2462870.0,-2305090.0,-2450833.0,-2012885.0,-3050586.0
Net Income Common Stockholders,-2462870.0,-2305090.0,-2450833.0,-2012885.0,-3050586.0
Net Income,-2462870.0,-2305090.0,-2450833.0,-2012885.0,-3050586.0
Net Income Including Noncontrolling Interests,-2462870.0,-2305090.0,-2450833.0,-2012885.0,-3050586.0
Net Income Continuous Operations,-2462870.0,-2305090.0,-2450833.0,-2012885.0,-3050586.0
Tax Provision,0.0,0.0,0.0,0.0,0.0
Pretax Income,-2462870.0,-2305090.0,-2450833.0,-2012885.0,-3050586.0
Other Income Expense,-25085.0,-3692.0,-2880.0,45118.0,621.0
Other Non Operating Income Expenses,,,,45118.0,621.0
Gain On Sale Of Security,-25085.0,-3692.0,-2880.0,,
Net Non Operating Interest Income Expense,-505.0,4602.0,12150.0,36443.0,58111.0
Interest Expense Non Operating,9971.0,1803.0,7085.0,14170.0,843.0
Interest Income Non Operating,9466.0,6405.0,19235.0,50613.0,58954.0
Operating Income,-2437280.0,-2306000.0,-2460103.0,-2094446.0,-3109318.0
Operating Expense,2437280.0,2306000.0,2460103.0,2094446.0,3109318.0
Other Operating Expenses,,,,-7466.0,-13163.0
Other Taxes,,,,,0.0
Research And Development,879041.0,906779.0,663414.0,769350.0,2006696.0
Selling General And Administration,1558239.0,1399221.0,1796689.0,1332562.0,1115785.0
General And Administrative Expense,1558239.0,1399221.0,1796689.0,1332562.0,1115785.0
Other Gand A,1558239.0,1399221.0,1796689.0,1332562.0,1115785.0
Total Revenue,0.0,0.0,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0,0.0,0.0
