,2025-07-31,2025-04-30,2025-01-31,2024-10-31,2024-07-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.384585,0.34,0.199626,0.315,0.1912
Normalized EBITDA,7586000.0,4331000.0,11030000.0,10450000.0,6813000.0
Net Income From Continuing Operation Net Minority Interest,2986000.0,1420000.0,6702000.0,5050000.0,3469000.0
Reconciled Depreciation,2377000.0,2280000.0,2352000.0,2378000.0,2294000.0
Reconciled Cost Of Revenue,74264000.0,60419000.0,81803000.0,84331000.0,71748000.0
EBITDA,7586000.0,4331000.0,11030000.0,10450000.0,6813000.0
EBIT,5209000.0,2051000.0,8678000.0,8072000.0,4519000.0
Net Interest Income,-110000.0,-111000.0,-117000.0,-144000.0,-110000.0
Interest Expense,110000.0,111000.0,117000.0,144000.0,110000.0
Normalized Income,2986000.0,1420000.0,6702000.0,5050000.0,3469000.0
Net Income From Continuing And Discontinued Operation,2986000.0,1420000.0,6702000.0,5050000.0,3469000.0
Total Expenses,157822000.0,131478000.0,167545000.0,176177000.0,154358000.0
Total Operating Income As Reported,4007000.0,291000.0,7124000.0,6550000.0,2642000.0
Diluted Average Shares,22571000.0,22499000.0,22534000.0,22559000.0,22658000.0
Basic Average Shares,22286000.0,22267000.0,22146180.0,22283000.0,22303000.0
Diluted EPS,0.13,0.06,0.36,0.22,0.15
Basic EPS,0.13,0.06,0.363629,0.23,0.16
Diluted NI Availto Com Stockholders,2986000.0,1420000.0,6702000.0,5050000.0,3469000.0
Net Income Common Stockholders,2986000.0,1420000.0,6702000.0,5050000.0,3469000.0
Net Income,2986000.0,1420000.0,6702000.0,5050000.0,3469000.0
Minority Interests,-152000.0,140000.0,-150000.0,-383000.0,-97000.0
Net Income Including Noncontrolling Interests,3138000.0,1280000.0,6852000.0,5433000.0,3566000.0
Net Income Continuous Operations,3138000.0,1280000.0,6852000.0,5433000.0,3566000.0
Tax Provision,1961000.0,660000.0,1709000.0,2495000.0,843000.0
Pretax Income,5099000.0,1940000.0,8561000.0,7928000.0,4409000.0
Other Income Expense,1202000.0,1760000.0,1554000.0,1522000.0,1877000.0
Other Non Operating Income Expenses,1202000.0,1760000.0,1554000.0,1522000.0,1877000.0
Net Non Operating Interest Income Expense,-110000.0,-111000.0,-117000.0,-144000.0,-110000.0
Interest Expense Non Operating,110000.0,111000.0,117000.0,144000.0,110000.0
Operating Income,4007000.0,291000.0,7124000.0,6550000.0,2642000.0
Operating Expense,83558000.0,71059000.0,85742000.0,91846000.0,82610000.0
Selling General And Administration,83558000.0,71059000.0,85742000.0,91846000.0,82610000.0
Gross Profit,87565000.0,71350000.0,92866000.0,98396000.0,85252000.0
Cost Of Revenue,74264000.0,60419000.0,81803000.0,84331000.0,71748000.0
Total Revenue,161829000.0,131769000.0,174669000.0,182727000.0,157000000.0
Operating Revenue,161829000.0,131769000.0,174669000.0,182727000.0,157000000.0
