quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2023-12-31,-0.7,-6.2,5.5,0.8871
2023-09-30,-2.4,-7.2,4.8,0.6667
2023-06-30,-8.1,-7.4,-0.7,-0.0946
