quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2015-03-31,0.39,0.336,0.05,0.1607
2014-12-31,0.32,0.348,-0.03,-0.0805
2014-09-30,0.38,0.351,0.03,0.082600005
2014-06-30,0.35,0.332,0.02,0.0542
