,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.279991,0.176,0.305627,0.3,0.299995
Normalized EBITDA,59313000.0,41073000.0,63812000.0,48346000.0,49575000.0
Net Income From Continuing Operation Net Minority Interest,21241000.0,10288000.0,23926000.0,14098000.0,15524000.0
Reconciled Depreciation,19097000.0,18338000.0,17357000.0,16464000.0,15708000.0
Reconciled Cost Of Revenue,780567000.0,724753000.0,782607000.0,706704000.0,725702000.0
EBITDA,59313000.0,41073000.0,63812000.0,48346000.0,49575000.0
EBIT,40216000.0,22735000.0,46455000.0,31882000.0,33867000.0
Net Interest Income,-10715000.0,-10253000.0,-11998000.0,-11743000.0,-11690000.0
Interest Expense,10715000.0,10253000.0,11998000.0,11743000.0,11690000.0
Normalized Income,21241000.0,10288000.0,23926000.0,14098000.0,15524000.0
Net Income From Continuing And Discontinued Operation,21241000.0,10288000.0,23926000.0,14098000.0,15524000.0
Total Expenses,994690000.0,928013000.0,987113000.0,899570000.0,920837000.0
Total Operating Income As Reported,40216000.0,22735000.0,46455000.0,31882000.0,33867000.0
Diluted Average Shares,46031127.0,46091441.0,46094285.0,45941315.0,45947728.0
Basic Average Shares,38883019.0,38695791.0,38048739.0,37863580.0,37924931.0
Diluted EPS,0.49,0.25,0.55,0.34,0.37
Basic EPS,0.55,0.27,0.63,0.37,0.41
Diluted NI Availto Com Stockholders,22467000.0,11500000.0,25210000.0,15420000.0,16846000.0
Average Dilution Earnings,1226000.0,1212000.0,1284000.0,1322000.0,1322000.0
Net Income Common Stockholders,21241000.0,10288000.0,23926000.0,14098000.0,15524000.0
Net Income,21241000.0,10288000.0,23926000.0,14098000.0,15524000.0
Net Income Including Noncontrolling Interests,21241000.0,10288000.0,23926000.0,14098000.0,15524000.0
Net Income Continuous Operations,21241000.0,10288000.0,23926000.0,14098000.0,15524000.0
Tax Provision,8260000.0,2194000.0,10531000.0,6041000.0,6653000.0
Pretax Income,29501000.0,12482000.0,34457000.0,20139000.0,22177000.0
Net Non Operating Interest Income Expense,-10715000.0,-10253000.0,-11998000.0,-11743000.0,-11690000.0
Interest Expense Non Operating,10715000.0,10253000.0,11998000.0,11743000.0,11690000.0
Operating Income,40216000.0,22735000.0,46455000.0,31882000.0,33867000.0
Operating Expense,214123000.0,203260000.0,204506000.0,192866000.0,195135000.0
Other Operating Expenses,373000.0,497000.0,-2297000.0,-28000.0,301000.0
Selling General And Administration,213750000.0,202763000.0,206803000.0,192894000.0,194834000.0
Gross Profit,254339000.0,225995000.0,250961000.0,224748000.0,229002000.0
Cost Of Revenue,780567000.0,724753000.0,782607000.0,706704000.0,725702000.0
Total Revenue,1034906000.0,950748000.0,1033568000.0,931452000.0,954704000.0
Operating Revenue,1034906000.0,950748000.0,1033568000.0,931452000.0,954704000.0
