,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.0,0.0,0.21,0.21,0.0
Net Income From Continuing Operation Net Minority Interest,-13606000.0,-3076000.0,51086000.0,30997000.0,-8304000.0
Reconciled Depreciation,516000.0,496000.0,509000.0,433000.0,424000.0
Net Interest Income,23128000.0,17133000.0,6887000.0,894000.0,1287000.0
Interest Expense,88618000.0,77926000.0,81609000.0,82564000.0,74767000.0
Interest Income,111746000.0,95059000.0,88496000.0,83458000.0,76054000.0
Normalized Income,-13606000.0,-3076000.0,51086000.0,30997000.0,-8304000.0
Net Income From Continuing And Discontinued Operation,-13606000.0,-3076000.0,51086000.0,30997000.0,-8304000.0
Diluted Average Shares,113177331.0,90492327.0,81705477.0,76366487.0,66954870.0
Basic Average Shares,113177331.0,90492327.0,81145733.0,75792527.0,66954870.0
Diluted EPS,-0.14,-0.06,0.6,0.38,-0.15
Basic EPS,-0.14,-0.06,0.61,0.38,-0.15
Diluted NI Availto Com Stockholders,-16286000.0,-4999000.0,49162000.0,29074000.0,-10227000.0
Net Income Common Stockholders,-16286000.0,-4999000.0,49162000.0,29074000.0,-10227000.0
Preferred Stock Dividends,2680000.0,1923000.0,1924000.0,1923000.0,1923000.0
Net Income,-13606000.0,-3076000.0,51086000.0,30997000.0,-8304000.0
Net Income Including Noncontrolling Interests,-13606000.0,-3076000.0,51086000.0,30997000.0,-8304000.0
Net Income Continuous Operations,-13606000.0,-3076000.0,51086000.0,30997000.0,-8304000.0
Pretax Income,-13606000.0,-3076000.0,51086000.0,30997000.0,-8304000.0
Gain On Sale Of Security,-24441000.0,-8091000.0,53445000.0,38810000.0,-2348000.0
Selling General And Administration,11913000.0,11764000.0,8800000.0,8271000.0,6642000.0
General And Administrative Expense,11913000.0,11764000.0,8800000.0,8271000.0,6642000.0
Other Gand A,3900000.0,3845000.0,3289000.0,3737000.0,3358000.0
Salaries And Wages,8013000.0,7919000.0,5511000.0,4534000.0,3284000.0
Total Revenue,-1313000.0,9042000.0,60332000.0,39704000.0,-1061000.0
Operating Revenue,-1313000.0,9042000.0,60332000.0,39704000.0,-1061000.0
Other Non Interest Expense,380000.0,354000.0,446000.0,436000.0,601000.0
