quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2024-12-31,0.33,0.44,-0.11,-0.25
2024-09-30,0.21,0.5,-0.29,-0.58
2024-06-30,0.32,0.53,-0.21,-0.3962
2024-03-31,0.52,0.59,-0.07,-0.118599996
